doid 	 name 
MONDO:0020253	syndrome with a symptomatic strabismus
MONDO:0020252	essential strabismus
MONDO:0006967	septic abortion
MONDO:0006966	secondary Parkinson disease
MONDO:0006965	secondary hypertrophic osteoarthropathy
MONDO:0006964	secondary hyperparathyroidism
MONDO:0006963	sebaceous gland neoplasm
MONDO:0006962	sebaceous adenocarcinoma
MONDO:0006961	scrapie
MONDO:0006960	sciatic neuropathy
MONDO:0014304	hereditary spastic paraplegia 61
MONDO:0013465	achromatopsia 4
MONDO:0014306	vasculitis due to ADA2 deficiency
MONDO:0014307	Dowling-Degos disease 4
MONDO:0013460	osteogenesis imperfecta type 12
MONDO:0015003	dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities; DYTOABG
MONDO:0006969	sialadenitis
MONDO:0006968	shoulder impingement syndrome
MONDO:0017309	neonatal Marfan syndrome
MONDO:0017308	Marfan syndrome type 2
MONDO:0021343	carcinoma of floor of mouth
MONDO:0021684	central nervous system infections
MONDO:0010621	child syndrome
MONDO:0015625	Diazoxide-resistant diffuse hyperinsulinism
MONDO:0017301	pericardial and diaphragmatic defect
MONDO:0012220	Griscelli syndrome type 3
MONDO:0007514	ectopia lentis 1, isolated, autosomal dominant
MONDO:0017302	qualitative or quantitative defects of troponin
MONDO:0017305	syndromic oculocutaneous albinism
MONDO:0017304	ocular albinism
MONDO:0017307	disorder of tyrosine metabolism
MONDO:0017306	disorder of phenylalanine metabolism
MONDO:0017647	postinfectious autoimmune disease with chorea
MONDO:0010519	alpha thalassemia-X-linked intellectual disability syndrome
MONDO:0010518	Wiskott-Aldrich syndrome
MONDO:0010849	palmoplantar keratoderma, Bothnian type
MONDO:0010848	spinocerebellar ataxia type 5
MONDO:0010847	spinocerebellar ataxia type 4
MONDO:0010846	EXT3
MONDO:0010845	macrothrombocytopenia and progressive sensorineural deafness
MONDO:0010844	epiphyseal dysplasia, multiple, 2
MONDO:0010843	DYX2
MONDO:0010842	multiple cutaneous and mucosal venous malformations
MONDO:0010841	Waardenburg syndrome type 2B
MONDO:0010512	mental retardation, X-linked, syndromic, Bain type; MRXSB
MONDO:0004833	plantar fasciitis
MONDO:0004832	esophagus leiomyoma
MONDO:0004831	proliferative fasciitis
MONDO:0004830	fasciitis
MONDO:0009517	Donohue syndrome
MONDO:0004836	intravascular fasciitis
MONDO:0009515	Norum disease
MONDO:0004834	ischemic fasciitis
MONDO:0007517	ectrodactyly-cleft palate syndrome
MONDO:0009519	Letterer-Siwe disease
MONDO:0004838	orthostatic proteinuria
MONDO:0014168	severe combined immunodeficiency due to CORO1A deficiency
MONDO:0014169	dyschromatosis universalis hereditaria 3
MONDO:0013798	chromosome 16q22 deletion syndrome
MONDO:0013799	Efavirenz, poor metabolism of
MONDO:0005338	open-angle glaucoma
MONDO:0013344	migraine, with or without aura, susceptibility to, 13
MONDO:0014160	TCR-alpha-beta-positive T-cell deficiency
MONDO:0014434	Bardet-Biedl syndrome 5
MONDO:0014162	infantile hypertrophic cardiomyopathy due to MRPL44 deficiency
MONDO:0014163	left ventricular noncompaction 10
MONDO:0013796	chromosome 17q12 duplication syndrome
MONDO:0014165	multiple congenital anomalies-hypotonia-seizures syndrome 3
MONDO:0004264	acute gonococcal endometritis
MONDO:0014167	epilepsy, familial adult myoclonic, 5
MONDO:0019497	nonsyndromic deafness
MONDO:0019496	neuroendocrine tumor
MONDO:0019494	primary pediatric heart tumor
MONDO:0019493	primary adult heart tumor
MONDO:0019492	desmoid tumor
MONDO:0019491	rare intellectual disability
MONDO:0019490	progressive familial heart block
MONDO:0019499	Turner syndrome
MONDO:0019498	tungiasis
MONDO:0012044	corneal dystrophy, lattice type 3A
MONDO:0006348	pancreatic small cell neuroendocrine carcinoma
MONDO:0014322	premature ovarian failure 9
MONDO:0015450	Triatrial heart
MONDO:0004265	acute endometritis
MONDO:0005545	staphylococcus aureus infection
MONDO:0006349	papillary cystic neoplasm
MONDO:0021223	digestive system neoplasm
MONDO:0007511	ectodermal dysplasia, trichoodontoonychial type
MONDO:0006343	ovarian transitional cell carcinoma
MONDO:0006340	ovarian serous adenofibroma
MONDO:0006347	pancreatic large cell neuroendocrine carcinoma
MONDO:0006346	pancreatic acinar cell adenocarcinoma
MONDO:0012047	alopecia universalis congenita, 10Y gonadal dysgenesis, and laryngomalacia
MONDO:0006344	ovarian endodermal sinus tumor
MONDO:0019848	posterior hypospadias
MONDO:0014112	cardiofaciocutaneous syndrome 2
MONDO:0009420	primary hypergonadotropic hypogonadism-partial alopecia syndrome
MONDO:0005906	peritonsillar abscess
MONDO:0014329	atrial standstill 2
MONDO:0012046	congenital corneal opacities, cornea guttata, and corectopia
MONDO:0009415	hypoglycemia, Leucine-induced
MONDO:0006345	palmar fibromatosis
MONDO:0005204	primary antiphospholipid syndrome
MONDO:0018715	congenital hemangioma
MONDO:0007513	ectodermal dysplasia with adrenal cyst
MONDO:0007505	Earring holes, natural
MONDO:0009035	craniometaphyseal dysplasia, autosomal recessive
MONDO:0008645	ventricular extrasystoles with syncopal episodes-perodactyly-robin sequence syndrome
MONDO:0015522	situs ambiguus
MONDO:0018898	primary cutaneous lymphoma
MONDO:0005203	ischemia reperfusion injury
MONDO:0007512	ectodermal dysplasia syndrome with distinctive facial appearance and preaxial polydactyly of feet
MONDO:0006067	acinar prostate mucinous adenocarcinoma
MONDO:0008008	MOMO syndrome
MONDO:0008009	monilethrix
MONDO:0002068	female breast lower-inner quadrant cancer
MONDO:0002069	female breast axillary tail cancer
MONDO:0007762	hyperlipoproteinemia type V
MONDO:0007763	nonpapillary renal cell carcinoma
MONDO:0002064	breast angiomatosis
MONDO:0007761	hyperlipoproteinemia type IV
MONDO:0008006	Mobius syndrome
MONDO:0002063	breast papillomatosis
MONDO:0002060	intraductal papilloma
MONDO:0002061	intraductal papillary breast neoplasm
MONDO:0016214	pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome
MONDO:0016215	spastic quadriplegia
MONDO:0016216	adult hepatocellular carcinoma
MONDO:0016217	mal de dC)barquement
MONDO:0016210	alternating hemiplegia
MONDO:0016211	non-papillary transitional cell carcinoma of the bladder
MONDO:0005202	atopy
MONDO:0016213	leukonychia totalis-acanthosis-nigricans-like lesions-abnormal hair syndrome
MONDO:0018290	congenital disorder of glycosylation with cardiac malformation as a major feature
MONDO:0016218	Guillain-Barre syndrome
MONDO:0016219	dysmorphism-pectus carinatum-joint laxity syndrome
MONDO:0014678	mental retardation, autosomal dominant 39
MONDO:0003447	clear cell hidradenoma
MONDO:0003446	papillary hidradenoma
MONDO:0003445	extrahepatic bile duct adenoma
MONDO:0009994	alveolar rhabdomyosarcoma
MONDO:0003443	urinary tract papillary transitional cell benign neoplasm
MONDO:0003442	bladder papillary transitional cell neoplasm
MONDO:0003441	dystonia
MONDO:0011271	rigid spine muscular dystrophy 1
MONDO:0005871	Nematoda infectious disease
MONDO:0005872	nervous system cancer
MONDO:0005873	neuroaspergillosis
MONDO:0005874	neuroschistosomiasis
MONDO:0005875	Newcastle disease
MONDO:0005876	Nidovirales infectious disease
MONDO:0003448	spiradenoma
MONDO:0011166	lymphedema-atrial septal defects-facial changes syndrome
MONDO:0005201	restrictive cardiomyopathy
MONDO:0013678	EDICT syndrome
MONDO:0013200	hypertrophic cardiomyopathy 15
MONDO:0011273	H syndrome
MONDO:0014714	progressive microcephaly-seizures-cortical blindness-developmental delay syndrome
MONDO:0010758	intellectual disability-developmental delay-contractures syndrome
MONDO:0007586	exostoses, multiple, type 2
MONDO:0007587	external auditory canal atresia-vertical talus-hypertelorism syndrome
MONDO:0007584	exostoses-anetodermia-brachydactyly type E syndrome
MONDO:0007585	exostoses, multiple, type 1
MONDO:0007427	deafness with anhidrotic ectodermal dysplasia
MONDO:0007583	exostoses of heel
MONDO:0007580	esterase Es-2, Regulator for
MONDO:0007581	exchondrosis of pinna, posterior
MONDO:0008429	Singleton-Merten dysplasia
MONDO:0007588	extrasystoles-short stature-hyperpigmentation-microcephaly syndrome
MONDO:0007589	exudative vitreoretinopathy 1
MONDO:0005694	cecal benign neoplasm
MONDO:0013229	hot water reflex epilepsy
MONDO:0005200	viral dilated cardiomyopathy
MONDO:0015548	Huntington disease-like syndrome
MONDO:0005903	pericardial tuberculosis
MONDO:0011222	GLC1D
MONDO:0021284	carcinoma in situ of ureter
MONDO:0007426	deafness, unilateral
MONDO:0017146	sickle cell disease and related diseases
MONDO:0021281	cavernous hemangioma of retina
MONDO:0021280	mucoepidermoid carcinoma of parotid gland
MONDO:0021283	malignant teratoma of mediastinum
MONDO:0021282	malignant teratoma of testis
MONDO:0021289	carcinoma in situ of cecum
MONDO:0021288	carcinoma in situ of hypopharynx
MONDO:0007709	Hematuria, benign familial
MONDO:0016865	Kleefstra syndrome due to a point mutation
MONDO:0012229	MYP9
MONDO:0007330	congenital pseudoarthrosis of clavicle
MONDO:0004345	childhood malignant schwannoma
MONDO:0011354	situs inversus totalis with cystic dysplasia of kidneys and pancreas
MONDO:0002610	purpura
MONDO:0004235	diverticulitis
MONDO:0003914	purine-pyrimidine metabolic disorder
MONDO:0004589	hereditary retinal dystrophy
MONDO:0004236	duodenal somatostatinoma
MONDO:0003911	ciliary body mixed cell melanoma
MONDO:0009350	Holzgreve-Wagner-Rehder Syndrome
MONDO:0003913	choroid mixed cell melanoma
MONDO:0003912	malignant ciliary body melanoma
MONDO:0004583	transient retinal arterial occlusion
MONDO:0004582	rheumatic myocarditis
MONDO:0004580	retinal degeneration
MONDO:0004587	hereditary night blindness
MONDO:0003918	angiomatous meningioma
MONDO:0004585	polyhydramnios
MONDO:0004584	maple bark strippers' lung
MONDO:0011071	hereditary thrombocytopenia with normal platelets-hematological cancer predisposition syndrome
MONDO:0011070	van Maldergem syndrome 1
MONDO:0002613	histrionic personality disorder
MONDO:0011072	NIDDM2
MONDO:0011075	retinitis pigmentosa 18
MONDO:0011074	autosomal dominant nonsyndromic deafness 7
MONDO:0011077	microcephaly, corpus callosum dysgenesis, and cleft lip/palate
MONDO:0011076	myofibrillar myopathy 1
MONDO:0011079	rhizomelic dysplasia, Patterson-Lowry type
MONDO:0011078	anterior chamber cleavage disorder, cerebellar hypoplasia, hypothyroidism, and tracheal stenosis
MONDO:0005697	cerebral toxoplasmosis
MONDO:0018392	male infertility with spermatogenesis disorder due to single gene mutation
MONDO:0000936	syphilitic meningitis
MONDO:0000937	syphilitic encephalitis
MONDO:0000934	larynx leiomyoma
MONDO:0000935	larynx squamous papilloma
MONDO:0005724	cryptococcosis
MONDO:0005725	cyclosporiasis
MONDO:0000930	nodular malignant melanoma
MONDO:0000931	endometrial disease
MONDO:0005728	diaphragm disease
MONDO:0005729	dicrocoeliasis
MONDO:0018390	male infertility due to sperm disorder
MONDO:0000938	gastric leiomyoma
MONDO:0000939	intracranial abscess
MONDO:0015798	inflammatory myofibroblastic tumor
MONDO:0015799	Smith-McCort dysplasia
MONDO:0015828	uterovaginal malformation
MONDO:0020425	abnormal number of coronary ostia
MONDO:0015790	central diabetes insipidus
MONDO:0015791	peripheral precocious puberty
MONDO:0015792	transient congenital hypothyroidism
MONDO:0015793	moderate multiminicore disease with hand involvement
MONDO:0013677	Emery-Dreifuss muscular dystrophy 7, autosomal dominant
MONDO:0015827	distal renal tubular acidosis (disease)
MONDO:0015796	acute lung injury
MONDO:0015797	UV-sensitive syndrome
MONDO:0004051	aleukemic monocytic leukemia cutis
MONDO:0004050	telangiectatic osteogenic sarcoma
MONDO:0004053	Bartholin's gland squamous cell carcinoma
MONDO:0004052	rectal cloacogenic carcinoma
MONDO:0004055	acute inflammation of lacrimal passage
MONDO:0004054	acute canaliculitis
MONDO:0004057	micropapillary variant infiltrating bladder urothelial carcinoma
MONDO:0004056	bladder urothelial papillary carcinoma
MONDO:0004059	dentin sensitivity
MONDO:0004058	pancreatic cholera
MONDO:0014779	wilms tumor 6; WT6
MONDO:0006229	gastric small cell neuroendocrine carcinoma
MONDO:0017858	acute erythroid leukemia
MONDO:0002017	olivopontocerebellar atrophy
MONDO:0016393	Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome
MONDO:0005908	peste des petits ruminants infectious disease
MONDO:0005168	neoplasm of immature b and T cells
MONDO:0015529	paroxysmal hemicrania
MONDO:0003238	cervical adenomyoma
MONDO:0011526	Sebastian syndrome
MONDO:0016373	isolated facial myokymia
MONDO:0010670	X-linked intellectual disability-spastic quadriparesis syndrome
MONDO:0010671	microphthalmia, syndromic 1
MONDO:0010672	microphthalmia with linear skin defects syndrome
MONDO:0006227	gastric neuroendocrine tumor G1
MONDO:0010674	mucopolysaccharidosis II
MONDO:0015171	congenital enterocyte heparan sulfate deficiency
MONDO:0010676	muscular dystrophy, Hemizygous lethal type
MONDO:0002016	benign familial neonatal epilepsy
MONDO:0013671	hydatidiform mole, recurrent, 2
MONDO:0010679	Duchenne muscular dystrophy
MONDO:0020396	anomaly of the tricuspid valve chordae
MONDO:0020397	Parachute tricuspid valve
MONDO:0020390	pulmonary artery coming from patent ductus arteriosus
MONDO:0020391	pulmonary artery coming from the aorta
MONDO:0020392	discrete fixed membranous subaortic stenosis
MONDO:0020393	discrete fibromuscular subaortic stenosis
MONDO:0003234	optic nerve astrocytoma
MONDO:0008277	polyposis, gastric
MONDO:0003235	optic nerve glioma
MONDO:0008020	multiple exostoses with spastic Tetraparesis
MONDO:0005828	listeriosis
MONDO:0005184	pancreatic ductal adenocarcinoma
MONDO:0005185	chronic childhood arthritis
MONDO:0005186	cocaine dependence
MONDO:0003237	adenomyoma of uterine corpus
MONDO:0005180	Parkinson's disease
MONDO:0005181	chronic progressive external ophthalmoplegia
MONDO:0013670	myopia, high, with cataract and vitreoretinal degeneration
MONDO:0005183	ovarian cystadenoma
MONDO:0005188	iatrogenic Kaposi's sarcoma
MONDO:0005189	internal carotid artery stenosis
MONDO:0003231	nonparalytic poliomyelitis
MONDO:0000995	familial periodic paralysis
MONDO:0001208	acute respiratory failure
MONDO:0014855	mental retardation, autosomal dominant 42; MRD42
MONDO:0004512	meningeal melanomatosis
MONDO:0004513	adult pleomorphic rhabdomyosarcoma
MONDO:0012317	visceral neuropathy, familial, autosomal dominant
MONDO:0007700	Hawkinsinuria
MONDO:0005179	ovarian adenoma benign
MONDO:0005208	skin amelanotic melanoma
MONDO:0002014	autosomal recessive type IV Ehlers-Danlos syndrome
MONDO:0006578	mediastinal lipomatosis
MONDO:0006579	melanoacanthoma
MONDO:0005178	osteoarthritis
MONDO:0006574	lipomatosis
MONDO:0006576	Ludwig's angina
MONDO:0006577	maxillary sinus cholesteatoma
MONDO:0006570	lichen disease
MONDO:0006571	lichen nitidus
MONDO:0006572	lichen planus
MONDO:0006573	lipodystrophy
MONDO:0016962	partial duplication of the long arm of chromosome 11
MONDO:0014775	neonatal severe cardiopulmonary failure due to mitochondrial methylation defect
MONDO:0009253	Fryns syndrome
MONDO:0009882	plasma clot retraction factor, deficiency of
MONDO:0012316	Majeed syndrome
MONDO:0011164	malignant hyperthermia, susceptibility to, 6
MONDO:0002710	infiltrating angiolipoma
MONDO:0000750	dental abscess
MONDO:0000751	cervical polyp
MONDO:0000756	parameningeal embryonal rhabdomyosarcoma
MONDO:0000757	glucocorticoid-induced osteoporosis
MONDO:0000754	anal fistula
MONDO:0000755	ectopic pregnancy
MONDO:0008587	Tracheobronchopathia osteochondroplastica
MONDO:0008586	esophageal atresia/tracheoesophageal fistula
MONDO:0008585	HELLP syndrome
MONDO:0008584	torus palatinus and Torus Mandibularis
MONDO:0008583	torticollis (disease)
MONDO:0008582	tooth and nail syndrome
MONDO:0008581	malposition of teeth with or without hypodontia/oligodontia
MONDO:0013168	dilated cardiomyopathy 1DD
MONDO:0018515	rectum squamous cell carcinoma
MONDO:0005171	chronic myeloproliferative disorder
MONDO:0002245	blood platelet disease
MONDO:0018511	epithelial tumor of the appendix
MONDO:0018510	neuroendocrine tumor of the small intestine
MONDO:0018513	colon squamous cell carcinoma
MONDO:0000450	secondary progressive multiple sclerosis
MONDO:0002714	central nervous system cancer
MONDO:0012311	Spondylomegaepiphyseal dysplasia with upper limb Mesomelia, punctate calcifications, and deafness
MONDO:0000453	short QT syndrome
MONDO:0016959	partial duplication of the long arm of chromosome 8
MONDO:0002243	hemorrhagic disease
MONDO:0006758	female genital tuberculosis
MONDO:0006759	femoral neuropathy
MONDO:0000452	progressive relapsing multiple sclerosis
MONDO:0001874	toxic labyrinthitis
MONDO:0002716	childhood spinal cord tumor
MONDO:0006751	Erysipelothrix infectious disease
MONDO:0000990	subendocardial infarction acute myocardial infarction
MONDO:0002241	factor XIII deficiency
MONDO:0006754	esophageal diverticulosis
MONDO:0006755	euthyroid sick syndrome
MONDO:0014777	hypotonia, infantile, with psychomotor retardation and characteristic facies 2; IHPRF2
MONDO:0006757	extrahepatic cholestasis
MONDO:0013631	LNCR5
MONDO:0013322	FAME3
MONDO:0013633	encephalopathy, acute, infection-induced, susceptibility to, 4
MONDO:0013632	autosomal dominant nonsyndromic deafness 33
MONDO:0010442	46,XX sex reversal 3
MONDO:0005177	serous cystadenoma
MONDO:0013637	primary biliary cholangitis 5
MONDO:0013324	lymphedema-posterior choanal atresia syndrome
MONDO:0021447	benign neoplasm of testis
MONDO:0013638	Warburg micro syndrome 3
MONDO:0021445	benign neoplasm of oral cavity
MONDO:0013328	retinitis pigmentosa 58
MONDO:0021443	benign neoplasm of lymph node
MONDO:0021441	benign neoplasm of exocrine pancreas
MONDO:0021440	benign neoplasm of skin
MONDO:0017772	oral erosive lichen
MONDO:0001875	epicondylitis
MONDO:0007332	SHFLD1
MONDO:0000991	left bundle branch hemiblock
MONDO:0020339	X-linked complex spastic paraplegia
MONDO:0014776	spinocerebellar ataxia type 42
MONDO:0019971	melanoma of soft tissue
MONDO:0003657	methotrexate-associated lymphoproliferation
MONDO:0012313	short Qt syndrome type 2
MONDO:0014397	combined oxidative phosphorylation defect type 20
MONDO:0013969	combined oxidative phosphorylation defect type 11
MONDO:0011259	retinitis pigmentosa 22
MONDO:0003042	adult mesenchymal chondrosarcoma
MONDO:0020017	rare otorhinolaryngologic disease
MONDO:0008478	spondylometaphyseal dysplasia, Schmidt type
MONDO:0003041	pediatric mesenchymal chondrosarcoma
MONDO:0010440	autism, susceptibility to, X-linked 4
MONDO:0005822	latent syphilis
MONDO:0021702	alcohol amnestic disorder
MONDO:0007769	hyperpigmentation of eyelid
MONDO:0012312	short Qt syndrome type 1
MONDO:0005699	cervicofacial actinomycosis
MONDO:0017709	disorder of lipid absorption and transport
MONDO:0003595	sclerosing liposarcoma
MONDO:0019856	primary congenital hypothyroidism without thyroid developmental anomaly
MONDO:0003594	mixed liposarcoma
MONDO:0014249	multiple fibroadenoma of the breast
MONDO:0008474	spondyloepiphyseal dysplasia tarda, autosomal dominant
MONDO:0001409	esophagitis
MONDO:0001408	ischemic neuropathy
MONDO:0014248	autism spectrum disorder-epilepsy-arthrogryposis syndrome
MONDO:0001405	tinea cruris
MONDO:0001404	ecthyma
MONDO:0001407	tracheal cancer
MONDO:0001406	peripheral nervous system neoplasm
MONDO:0001401	female breast nipple and areola cancer
MONDO:0001400	schwannoma of ureter
MONDO:0003655	cerebral lymphoma
MONDO:0001402	vaginal cancer
MONDO:0009988	retinoschisis of fovea
MONDO:0002066	breast adenomyoepithelioma
MONDO:0018178	intestinal lymphangiectasia (disease)
MONDO:0002067	female breast upper-inner quadrant cancer
MONDO:0009980	retinal telangiectasia and hypogammaglobulinemia
MONDO:0009982	retinitis pigmentosa inversa with deafness
MONDO:0009983	retinitis pigmentosa-intellectual disability-deafness-hypogenitalism syndrome
MONDO:0009984	late-adult onset retinitis pigmentosa
MONDO:0008000	migraine with or without aura, susceptibility to, 1
MONDO:0017310	Marfan and Marfan-related disorder
MONDO:0009987	autosomal recessive pericentral pigmentary retinopathy
MONDO:0002065	benign breast adenomyoepithelioma
MONDO:0009327	heart, malformation of
MONDO:0014719	ITPA-related encephalopathy
MONDO:0014773	cardiac anomalies-developmental delay-facial dysmorphism syndrome
MONDO:0002062	breast myofibroblastoma
MONDO:0017841	autoimmune disease with skin involvement
MONDO:0003652	acute urate nephropathy
MONDO:0008007	tooth ankylosis
MONDO:0014717	early-onset Lafora body disease
MONDO:0019561	lupus erythematosus panniculitis
MONDO:0008004	familial mitral valve prolapse
MONDO:0014716	macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome
MONDO:0019048	rare vascular disease
MONDO:0010707	Paine syndrome
MONDO:0011256	emphysema, congenital, with deafness, penoscrotal web, and mental retardation
MONDO:0014715	primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection
MONDO:0005166	osteoma (disease)
MONDO:0017533	postaxial polydactyly type B, unilateral
MONDO:0017530	polysyndactyly, bilateral
MONDO:0017531	postaxial polydactyly type A, unilateral
MONDO:0014772	orofacial cleft 15; OFC15
MONDO:0017537	preaxial polydactyly of toes, unilateral
MONDO:0012108	spondyloepimetaphyseal dysplasia, matrilin-3 type
MONDO:0017535	central polydactyly of fingers, unilateral
MONDO:0014713	porokeratosis 9, multiple types; POROK9
MONDO:0003653	stork bite
MONDO:0017539	postaxial polydactyly of toes, unilateral
MONDO:0014712	Senior-Loken syndrome 9; SLSN9
MONDO:0002273	plasma protein metabolism disease
MONDO:0002272	polyclonal hypergammaglobulinemia
MONDO:0002271	colon adenocarcinoma
MONDO:0002270	viral gastritis
MONDO:0002277	arteriosclerosis
MONDO:0002276	arteriosclerotic cardiovascular disease
MONDO:0002275	generalized atherosclerosis
MONDO:0002274	monoclonal paraproteinemia
MONDO:0012226	FEB5
MONDO:0016916	partial deletion of the long arm of chromosome 18
MONDO:0002279	iron metabolism disease
MONDO:0002278	colonic benign neoplasm
MONDO:0016913	partial deletion of the long arm of chromosome 15
MONDO:0016912	partial deletion of the long arm of chromosome 14
MONDO:0016911	partial deletion of the long arm of chromosome 13
MONDO:0016910	partial deletion of the long arm of chromosome 11
MONDO:0003582	hereditary breast ovarian cancer
MONDO:0011248	distal monosomy 13q
MONDO:0011249	torsion dystonia with onset in infancy
MONDO:0003586	esophagus liposarcoma
MONDO:0003587	pediatric liposarcoma
MONDO:0003584	visual cortex disease
MONDO:0003585	adult liposarcoma
MONDO:0011242	Bartter disease type 4a
MONDO:0011243	Grange syndrome
MONDO:0003588	larynx liposarcoma
MONDO:0003589	liposarcoma of the ovary
MONDO:0011246	megaconial type congenital muscular dystrophy
MONDO:0019608	46,XX disorder of sex development induced by maternal-derived androgen
MONDO:0011244	Marshall-Smith syndrome
MONDO:0011245	ichthyosis, hystrix-like, with deafness
MONDO:0019268	rare epidermal disease
MONDO:0019269	ichthyosis
MONDO:0012169	premature ovarian failure 3
MONDO:0019276	inherited epidermolysis bullosa
MONDO:0019260	adult neuronal ceroid lipofuscinosis
MONDO:0019261	infantile neuronal ceroid lipofuscinosis
MONDO:0019262	Batten disease
MONDO:0019263	autosomal erythropoietic protoporphyria
MONDO:0019264	alpha-N-acetylgalactosaminidase deficiency type 3
MONDO:0019265	diazoxide-resistant focal hyperinsulinism
MONDO:0019266	SAPHO syndrome
MONDO:0019267	vitamin B12-unresponsive methylmalonic acidemia type mut-
MONDO:0002189	nodular hidradenoma
MONDO:0002188	vulvar nodular hidradenoma
MONDO:0019274	other epidermal disorder
MONDO:0015272	camptodactyly-taurinuria syndrome
MONDO:0002181	exostosis
MONDO:0021040	pancreatic neoplasm
MONDO:0002183	enthesopathy
MONDO:0002182	communication disorder
MONDO:0002185	hyperostosis
MONDO:0002184	drug-induced hepatitis
MONDO:0002187	vulvar disease
MONDO:0002186	acute maxillary sinusitis
MONDO:0019602	other inborn metabolic disease
MONDO:0020473	Dappled diaphyseal dysplasia
MONDO:0015270	Butyrylcholinesterase deficiency
MONDO:0020475	Dermotrichic syndrome
MONDO:0020474	Cheirospondyloenchondromatosis
MONDO:0020477	progeria-associated arthropathy
MONDO:0019603	osteopenia-myopia-hearing loss-intellectual disability-facial dysmorphism syndrome
MONDO:0020479	pituitary gigantism
MONDO:0020478	Leber plus disease
MONDO:0013605	brittle cornea syndrome 2
MONDO:0012160	spondylometaphyseal dysplasia-cone-rod dystrophy syndrome
MONDO:0013326	Senior-Loken syndrome 7
MONDO:0005878	ocular onchocerciasis
MONDO:0019601	autosomal recessive axonal hereditary motor and sensory neuropathy
MONDO:0018174	hereditary glaucoma
MONDO:0015275	partial atrioventricular canal
MONDO:0005879	ocular toxoplasmosis
MONDO:0012166	ataxia, sensory, 1, autosomal dominant
MONDO:0009543	prominent glabella-microcephaly-hypogenitalism syndrome
MONDO:0015274	berylliosis
MONDO:0016950	partial duplication of the short arm of chromosome 17
MONDO:0012167	ATFB2
MONDO:0003444	intrahepatic bile duct adenoma
MONDO:0012164	Meacham syndrome
MONDO:0019605	Immunotactoid or fibrillary glomerulopathy
MONDO:0013325	COG5-CDG
MONDO:0002981	bone peripheral neuroepithelioma
MONDO:0002982	soft tissue peripheral neuroepithelioma
MONDO:0002985	pustulosis of palm and sole
MONDO:0002984	reticulohistiocytic granuloma
MONDO:0002987	spongiotic dermatitis
MONDO:0002989	fibrous histiocytoma
MONDO:0002988	cervix melanoma
MONDO:0016667	sickle cell disease associated with an other hemoglobin anomaly
MONDO:0016666	unexplained long-lasting fever/inflammatory syndrome
MONDO:0016661	infantile onset panniculitis with uveitis and systemic granulomatosis
MONDO:0016660	autosomal recessive primary microcephaly
MONDO:0016663	overlapping connective tissue disease
MONDO:0016662	idiopathic recurrent pericarditis
MONDO:0005870	necatoriasis
MONDO:0015446	atypical coarctation of aorta
MONDO:0003058	microcystic meningioma
MONDO:0003059	bile duct cancer
MONDO:0003054	benign meningioma
MONDO:0003055	secretory meningioma
MONDO:0003056	lymphoplasmacyte-rich meningioma
MONDO:0003057	pediatric meningioma
MONDO:0003050	lung large cell carcinoma
MONDO:0003051	non specific chronic endometritis
MONDO:0003052	granulomatous endometritis
MONDO:0003053	choroid plexus meningioma
MONDO:0000239	adiaspiromycosis
MONDO:0014582	congenital myasthenic syndrome 2C
MONDO:0021077	cystic neoplasm
MONDO:0012998	faciocardiomelic syndrome
MONDO:0010024	Beemer-Langer syndrome
MONDO:0000231	Far Eastern spotted fever
MONDO:0000230	Israeli tick typhus
MONDO:0000233	Japanese spotted fever
MONDO:0000232	Flinders Island spotted fever
MONDO:0000234	Rickettsia parkeri spotted fever
MONDO:0000237	erysipeloid
MONDO:0000236	oropharyngeal anthrax
MONDO:0014581	congenital myasthenic syndrome 2A
MONDO:0007249	Camptobrachydactyly
MONDO:0007248	hereditary painful callosities
MONDO:0008219	pemphigus vulgaris
MONDO:0008218	Hailey-Hailey disease
MONDO:0007937	renal hypomagnesemia 2
MONDO:0007244	Caffey disease
MONDO:0007935	cystoid macular edema
MONDO:0008214	Pelger-Huet anomaly
MONDO:0008213	pectus excavatum (disease)
MONDO:0007932	age related macular degeneration 2
MONDO:0007243	Burkitt lymphoma
MONDO:0008210	patterned macular dystrophy 1
MONDO:0009922	Pseudouridinuria and mental defect
MONDO:0009546	macrosomia Adiposa congenita
MONDO:0014584	congenital myasthenic syndrome 3B
MONDO:0016955	partial duplication of the long arm of chromosome 4
MONDO:0014585	congenital myasthenic syndrome 3C
MONDO:0013139	neutropenia, severe congenital, 2, autosomal dominant
MONDO:0015559	Lymphoadenopathic mastocytosis with eosinophilia
MONDO:0003638	lung meningioma
MONDO:0003639	hilar lung neoplasm
MONDO:0014850	retinitis pigmentosa and Erythrocytic Microcytosis; RPEM
MONDO:0003630	pancreatic serous cystadenocarcinoma
MONDO:0003631	cervical serous adenocarcinoma
MONDO:0003632	endocervicitis
MONDO:0003633	malignant mesenchymoma
MONDO:0003634	proteinuria
MONDO:0003635	sebaceous breast carcinoma
MONDO:0003636	vulvar sebaceous carcinoma
