drugbank_id	name	type	groups	atc_codes	categories	inchikey	inchi	inchikeys	synonyms	unii	uniis	external_identifiers	extra_names	brands	molecular_forula	molecular_formular_experimental	gene_sequence	amino_acid_sequence	sequence	description
DB11352	Ascorbyl phosphate	small molecule	['approved']	[]	[]			['PBSRSWFGYPZDAU-FFIPNUABSA-H']	[]		['0R822556M5']	[]	['Magnesium ascorbyl phosphate']	[]						Ascorbyl phosphate is a synthetic form of Vitamin C and is found in different salt forms such as magnesium ascorbyl phosphate and sodium ascorbyl phosphate. These salts are present in cosmetic products at concentrations ranging from 0.001 % to 3% [A27211]. As vitamin C is susceptible to breakdown of compound and discoloration in cosmetic formulations, ascorbyl phosphate, along with other Vitamin C derivatives, acts as an active and stable precursor of vitamin C that is readily absorbed into the skin with a hydrating effect on the skin [A27212]. While ascorbyl phosphate salts provide a constant delivery of vitamin C into the skin, they also mediate an antioxidant action to act as a free radical scavenger and increases collagen production *in vitro* [A27212].
DB11355	Propolis wax	small molecule	['approved']	[]	[]			[]	[]	6Y8XYV2NOF	[]	[]	[]	[]						Propolis wax is naturally produced by honeybees by mixing the resin or exudate collected from tree buds, sap flows, or other botanical sources with beeswax that contains fatty acids and bee enzymes. Propolis itself contains various chemical compounds including flavonoids, terpenoids, aldehydes, aromatic acids, aliphatic alcohols and ethers, amino acids, and sugars.It is often found in topical formulations used to soothe minor skin irritations.
DB11356	Polyquaternium-10 (400 cps at 2%)	small molecule	['approved']	[]	[]			[]	[]	HB1401PQFS	[]	[]	[]	[]						Polyquaternium-10 is a quaternized hydroxyethyl cellulose and a polycationic polymer. It is commonly found in cosmetics and personal care products to mainly reduce static electricity and form films.
DB11357	Linseed oil	small molecule	['approved']	[]	Biological Products|Complex Mixtures|Fats|Fats, Unsaturated|Lipids|Oils|Plant Oils|Plant Preparations			[]	flax oil|flaxseed oil	84XB4DV00W	[]	[]	[]	[]						Linseed oil is a rich source of ?-Linolenic acid extracted from the dried, ripened seeds of the flax plant *Linum usitatissimum*. Other fatty acids contained in linseed oil include palmitic acid, stearic acid, oleic acid and linolenic acid. Linseed oil is particularly susceptible to polymerization reactions upon exposure to oxygen in air due to a high content of di- and triunsaturated esters. It is used in drying processes, and is used in other industrial and commercial applications. It is an indirect additive used in food contact substances.
DB11358	Evening primrose oil	small molecule	['approved']	[]	Analgesics|Analgesics, Non-Narcotic|Anti-Inflammatory Agents|Anti-Inflammatory Agents, Non-Steroidal|Antimetabolites|Antirheumatic Agents|Biological Products|Central Nervous System Agents|Chemical Actions and Uses|Complex Mixtures|Dermatologic Agents|Dietary Fats, Unsaturated|Fatty Acids|Fatty Acids, Essential|Fatty Acids, Omega-6|Fatty Acids, Unsaturated|Hypolipidemic Agents|Linolenic Acids|Lipid Regulating Agents|Lipids|Molecular Mechanisms of Pharmacological Action|Noxae|Oenothera biennis|Oils|Peripheral Nervous System Agents|Pharmacologic Actions|Physiological Effects of Drugs|Plant Preparations|Sensory System Agents|Therapeutic Uses|Toxic Actions			[]	[]	3Q9L08K71N	[]	[]	[]	[]						Evening primrose oil is extracted fromthe seeds of *Oenothera biennis*, a plant native to eastern and central North America. It contains about 7-10% of gamma-linolenic acid (GLA), which is involved in the synthesis of prostaglandin. Evening primrose oil is used in skin disorders such as eczema, psoriasis, and acne for temporary symptomatic relief. It is also used in temporary pain management for conditions such as rheumatoid arthritis, osteoporosis, Raynaud’s syndrome, and multiple sclerosis. It is also used in chronic fatigue, asthma, hyperactivity in children, gastrointestinal disorders including ulcerative colitis, irritable bowel syndrome, and peptic ulcer disease. Uses of evening primrose oil in women for premenstrual syndrome (PMS), breast pain, endometriosis, and symptoms of menopause such as hot flashes are reported.
DB11360	Lactobacillus plantarum	small molecule	['approved']	[]	[]			[]	[]	QFC21096ON	[]	[]	[]	[]						*Lactobacillus plantarum* is a member of Lactobacillus, or lactic acid bacteria, that it is widely used in the food industry as a microbial starter and probiotic microorganism. It is considered to be one of versatile species that carry out fermentative and metabolic processes, while exhibiting an antagonistic activity against pathogenic and spoilage microorganisms. *L. plantarum* produces different antimicrobial agents such as organic acids, hydrogen peroxide, diacetyl, bacteriocins, and antimicrobial peptides [A27208].
DB11365	Sennosides	small molecule	['approved']	A06AB56|A06AB06	Alimentary Tract and Metabolism|Anthracenes|Anthraquinones|Biological Products|Cathartics|Chemical Actions and Uses|Complex Mixtures|Contact Laxatives|Drugs for Constipation|Gastrointestinal Agents|Hydrocarbons|Hydrocarbons, Aromatic|Hydrocarbons, Cyclic|Organic Chemicals|Pharmaceutical Preparations|Pharmacologic Actions|Plant Extracts|Plant Preparations|Polycyclic Compounds|Polycyclic Hydrocarbons, Aromatic|Quinones|Therapeutic Uses			[]	Senna|Senna glycosides|Sennoside|Sennosides	AK7JF626KX	['9VK7V8762D']	Drugs Product Database (DPD):5190|Drugs Product Database (DPD):8798|ChEBI:9112|KEGG Compound:C10404|ChemSpider:65892|BindingDB:92481|Wikipedia:Senna_glycoside|ChEMBL:CHEMBL2368547	['Sennosides A and B']	[]						Sennosides (also known as senna glycoside or senna) is a medication used to treat constipation and empty the large intestine before surgery. The medication is taken by mouth or via the rectum. It typically begins working in minutes when given by rectum and within twelve hours when given by mouth. It is a weaker laxative than bisacodyl or castor oil. Sennoside A, one of the sennosides present in the laxative medication, has recently proven effective in inhibiting the ribonuclease H (RNase H) activity of human immunodeficiency virus (HIV) reverse transcriptase [A19231].
DB11482	Balsam of Peru	small molecule	['vet_approved']	[]	Biological Products|Biomedical and Dental Materials|Biopolymers|Chemical Actions and Uses|Complex Mixtures|Macromolecular Substances|Manufactured Materials|Plant Exudates|Polymers|Resins, Plant|Specialty Uses of Chemicals|Technology, Industry, and Agriculture			[]	Balsam of Peru essential oil |Balsam Peru|Balsam Peru oil	8P5F881OCY	[]	[]	[]	[]						Balsam of Peru, also known and marketed by many other names, is a natural resin derived from a tree known as Myroxylon, which is grown in Central America (primarily in El Salvador) and South America. It is a contact allergen but has been used in the local treatment of burns and wounds. Other applications include flavoring agent in foods and drinks and frangrance in cosmetic products.
DB11571	Human Thrombin	biotech	['approved']	[]	[]			[]	EC 3.4.21.5|Thrombin (human)|Thrombin human|Thrombin Human Plasma-derived|Thrombin Topical Human|Thrombin, Topical (human)	6K15ABL77G	[]	['Drugs Product Database (DPD):11564']	[]	[]						Human Thrombin is a sterile solution, pH 6.8-7.2, containing highly purified human thrombin for the activation of clotting. Thrombin is a highly specific serine protease encoded by the F2 gene that transforms soluble fibrinogen into insoluble fibrin. This transformation mimics the final coagulation cascade step which involves the clotting mass that adheres to the wound surface and achieves hemostasis and sealing of open tissues.
DB11572	Thrombin Alfa	biotech	['approved']	[]	[]			[]	Human Thrombin (recombinant, glycosylated)|Thrombin (synthetic human)|Thrombin Alfa Topical|Thrombin Topical Recombinant	SCK81AMR7R	[]	['Drugs Product Database (DPD):20562']	[]	[]						Thrombin Alfa is a human coagulation protein produced via recombinant DNA technology from a genetically modified CHO cell line. Thrombin Alfa is identical in amino acid sequence and structurally similar to naturally occurring human thrombin. Thrombin Alfa precursor is secreted to culture medium as single chain form that isproteolytically converted to a two-chain active form (using a protein derived from snakes) and is purified by a chromatographic process that yields a product having hemostatic activities similar to native human thrombin. The cell line used to manufacture Thrombin Alfa has been tested and shown to be free of known infectious agents. The cell culture process used in the manufacture of Thrombin Alfa employs no additives of human or animal origin. The purification process includes solvent-detergent treatment and nano-filtration steps dedicated to viral clearance.
DB11579	Light Mineral Oil	small molecule	['approved']	[]	[]			[]	Drakeol 5|Light Liquid Paraffin|Light Liquid Petrolatum|Light White Mineral Oil|Mineral Oil Light|Mineral Oil, High Viscosity|Mineral Oil, Light|Paraffin, Light Liquid|Paraffinum Perliquidum	N6K5787QVP	[]	['Drugs Product Database (DPD):298']	[]	[]						
DB11597	Human Rho(D) immune globulin	biotech	['approved']	[]	[]			[]	Anti-D immunoglobulin|Anti-D immunoglobulins|Human anti-D immunoglobulin|IGG, Rho (D)|Immunoglobulin human anti-RH|Rh0(D) Immune Globulin Intravenous (Human)|Rho (D) immune globulin,human|Rho D immune globulin human|Rho(D) immune globulin (human)|Rho(D) immune globulin human|Rho(D) immune globulin IM human	48W7181FLP	[]	Drugs Product Database (DPD):7768|Drugs Product Database (DPD):7771|Wikipedia:Rho(D)_immune_globulin	[]	[]						Human Rho(D) immune globulin is a medicine given by intramuscular or intravenous injection that is used to prevent the immunological condition known as Rh disease (or hemolytic disease of newborn). Rho (D) immune globulin is available as a sterile, lyophilized or liquid gamma globulin (IgG) fraction containing antibodies to the Rh0 (D) antigen (D antigen) under the name Rhophylac (IM/IV). Immune globullin was purified via ion-exchange chromatography method and prepared from pools of human plasma, where the donors are Rho (D)-negative donors who have been immunized with Rho(D)-positive RBCs. It was approved by FDA as treatment for suppression of rhesus (Rh) isoimmunization or chronic immune thrombocytopenic purpura (ITP) in adults.
DB11598	Antithrombin III human	biotech	['approved']	['B01AB02']	Alpha-Globulins|Amino Acids, Peptides, and Proteins|Anticoagulants|Antithrombin Proteins|Antithrombins|Biological Factors|Blood and Blood Forming Organs|Blood Coagulation Factor Inhibitors|Blood Proteins|Carbohydrates|Chemical Actions and Uses|Enzyme Inhibitors|Fibrinolytic Agents|Globulins|Glycosaminoglycans|Hematologic Agents|Heparin Group|Molecular Mechanisms of Pharmacological Action|Oligosaccharides|Peptides|Pharmacologic Actions|Polysaccharides|Protease Inhibitors|Proteins|Serine Proteinase Inhibitors|Serpins|Serum Globulins|Therapeutic Uses			[]	Antithrombin III|Antithrombin III (human)|Antithrombin III human plasma-derived|Antithrombin III, human|Antithrombin III,human|AT-III|Heparin cofactor B	T0LTO7L82X	[]	['Drugs Product Database (DPD):733']	[]	['Thrombate III']						A plasma alpha 2 glycoprotein that accounts for the major antithrombin activity of normal plasma and also inhibits several other enzymes. It is a member of the serpin superfamily.
DB11599	Starch, corn	small molecule	approved|nutraceutical	[]	Biomedical and Dental Materials|Biopolymers|Carbohydrates|Chemical Actions and Uses|Glucans|Macromolecular Substances|Manufactured Materials|Polymers|Polysaccharides|Specialty Uses of Chemicals|Technology, Industry, and Agriculture			[]	Corn starch|Corn starch (pregelatinized)|Corn starch preparation|Corn starch, pregelatinized|Cornstarch|Maize starch|National 78-1551|Pregelatinized corn starch 1551|Starch 1500|Starch 1500 pregelatinized|Starch 1500, pregelatinized|Starch 1551|Starch maize pregelatinized|Starch, corn (spress B820)|Starch, maize|Starch, pregelatinized corn|Topical starch|Zea mays (corn) starch|Zea mays starch	O8232NY3SJ	[]	[]	[]	[]						Corn starch refers to the starch extracted from the corn grain that is commonly used as a food ingredient and chemical additive. Starch is any of a group of polysaccharides of the general formula (C6-H10-O5)n, composed of a long-chain polymer of glucose in the form of amylose and amylopectin. Starch is the chief storage form of energy reserve (carbohydrates) in plants. Corn starch may be added in some food products as a thickening agent or anti-caking agent, and is sometimes found in topical drugs as a skin protectant.
DB11600	Beeswax	small molecule	['approved']	[]	Bees|Lipids			[]	Beeswax absolute|Beeswax, yellow|Beeswax,yellow|Wax, yellow|Wax,yellow|Yellow beeswax|Yellow wax	2ZA36H0S2V	[]	[]	[]	[]						The wax obtained from the honeycomb of the bee. It consists primarily of myricyl palmitate, cerotic acid esters and some high-carbon paraffins. Beeswax is used as a stiffening agent in ointments and creams, and enables water to be incorporated to produce water-in-oil emulsions. It is also used as a coating in the manufacture of modified-release oral preparations
DB11601	Tuberculin Purified Protein Derivative	biotech	['approved']	[]	Antigens|Antigens, Bacterial|Biological Factors|Chemical Actions and Uses|Indicators and Reagents|Laboratory Chemicals|Specialty Uses of Chemicals			[]	Mycobacterium tuberculosis purified protein derivative|Purified protein derivative of tuberculin|Tuberculin PPD|Tuberculin, purified protein derivative|Tuberculin,purified protein derivative|Tuberculinum	I7L8FKN87J	[]	['Drugs Product Database (DPD):7783']	[]	[]						Tuberculin Purified Protein Derivative (PPD) is a sterile aqueous solution of a purified protein fraction for intradermal administration as an aid in the diagnosis of tuberculosis. The diagnostic test is commonly referred to as the Mantoux test which serves to minimize the risk of transmission of infection with *Mycobacterium tuberculosis* through early diagnosis and appropriate therapeutic intervention. The purified protein fraction is isolated from culture media filtrates of a human strain of Mycobacterium tuberculosis. It is included in the World Health Organization's List of Essential Medicines.
DB11603	Human rabies virus immune globulin	biotech	['approved']	[]	[]			[]	Rabies immune globulin|Rabies immune globulin (human)|Rabies immune globulin human|Rabies immune globulin, human|Rabies immune globulin,human|Rabies immunoglobulins	95F619ATQ2	[]	['Drugs Product Database (DPD):7918']	[]	[]						IMOGAM Rabies Pasteurized is indicated for post-exposure prophylaxis in persons suspected of exposure to rabies, who have not previously received a complete immunization regimen with a cell culture produced rabies vaccine.Persons previously vaccinated with other types of rabies vaccines in whom adequate antibody levels have not been demonstrated should receive full post-exposure prophylaxis with RIG and a cell culture-produced rabies vaccine.IMOGAM Rabies Pasteurized should be administered promptly after exposure, in conjunction with rabies vaccine. If IMOGAM Rabies Pasteurized is not administered as recommended at the initiation of the post-exposure rabies vaccine series, it can be administered up to eight days following the first dose of the rabies vaccine. Since rabies vaccine-induced antibody begins to appear within one week, there is no value in administering rabies immune globulin more than eight days after rabies vaccination has begun.Recommendations for passive and/or active immunization after exposure to an animal suspected of having rabies have been outlined by the National Advisory Committee on Immunization (NACI), the Advisory Committee on Immunization Practices (ACIP), and the World Health Organization (WHO).
DB11605	Myrrh	small molecule	['approved']	[]	['Cytochrome P-450 CYP2C9 Inducers']			[]	Bola resin|Commiphora molmol resin|Commiphora myrrha gum resin|Commiphora myrrha resin|Commiphora myrrha resin extract|Common myrrh|Hirabol myrrh|Mo yao|Moyao (commiphora molmol)|Moyao (commiphora myrrha)|Myrrh (commiphora molmol)|Myrrh (commiphora myrrha)|Myrrha|Myrrha (commiphora molmol)|Myrrha (commiphora myrrha)	JC71GJ1F3L	[]	Drugs Product Database (DPD):6952|Wikipedia:Myrrh	[]	[]						Extractives and their physically modified derivatives such as tinctures, concretes, absolutes, essential oils, oleoresins, terpenes, terpene-free fractions, distillates, residues, obtained from Commiphora abyssinica, Burseraceae.
DB11606	Susoctocog alfa	biotech	['approved']	['B02BD14']	Blood and Blood Forming Organs|Blood Coagulation Factors|Hemostatics			[]	Antihemophilic factor (recombinant) porcine sequence|Antihemophilic factor porcine, B-domain truncated recombinant|Porcine recombinant factor VIII B-domain truncated	6892UQT2GK	[]	['Drugs Product Database (DPD):22653']	[]	[]						Intravenous susoctocog alfa is a recombinant, B-domain deleted, porcine sequence antihaemophilic factor VIII (FVIII) product that has recently been approved for the treatment of bleeding episodes in adults with acquired haemophilia A (AHA).
DB11607	Efmoroctocog alfa	biotech	['approved']	[]	[]			[]	Antihemophilic Factor (Recombinant BDD), FC Fusion Protein|Antihemophilic factor (recombinant, FC fusion protein)|Coagulation factor VIII recombinant immunoglubulin g1 fusion protein	7PCM518YLR	[]	['Drugs Product Database (DPD):22511']	[]	[]						Efmoroctocog alfa is a long-acting, fully-recombinant factor VIII Fc fusion protein.
DB11608	Eftrenonacog alfa	biotech	['approved']	[]	[]			[]	Coagulation factor IX recombinant immunoglubulin g1 fusion protein|Recombinant human coagulation factor IX, FC Fusion protein	02E00T2QDE	[]	['Drugs Product Database (DPD):22263']	[]	[]						
DB11621	Human Varicella-Zoster Immune Globulin	biotech	['approved']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Biological Products|Blood|Blood Proteins|Body Fluids|Complex Mixtures|Fluids and Secretions|Globulins|Hemic and Immune Systems|Herpesvirus 3, Human|Immunization, Passive|Immunoglobulins|Immunoproteins|Proteins|Serum|Serum Globulins			[]	Human herpesvirus 3 immune globulin|Varicella zoster immune globulin|Varicella zoster immune globulin (human)|Varicella zoster immune globulin human|Varicella-zoster immune globulin|Varicella-zoster immune globulin human|VZV immune globulin	33T61IWL27	[]	Drugs Product Database (DPD):7852|Wikipedia:VZV_immune_globulin	[]	[]						Human Varicella-Zoster Immune Globulin is a solvent/detergent-treated sterile liquid preparation of purified human immune globulin G (IgG) containing antibodies to varicella zoster virus (anti-VZV). It is prepared from pools of healthy human donors' plasma via anion-exchange column chromatography and was approved in 2012 under the name VariZIG to reduce the disease severity in high-risk patients who lack evidence of immunity to varicella and for whom varicella vaccine is contraindicated. The therapeutic efficacy is proven if administered within 4 days of exposure to varicella zoster virus.
DB11627	Hepatitis B Vaccine (Recombinant)	biotech	approved|withdrawn	[]	[]			[]	HBSAG|Hepatitis B antigen|Hepatitis B surface antigen|Hepatitis B Surface Antigen (rDNA)|Hepatitis B surface antigen (recombinant)|Hepatitis B surface antigen vaccine|Hepatitis B surface antigens|Hepatitis B Vaccine|Hepatitis B virus hbsag surface protein antigen|Hepatitis-B surface antigen	IFJ010MNE4	XL4HLC6JH6|9GCJ1L5D1P	Drugs Product Database (DPD):7746|Wikipedia:Hepatitis_B_vaccine	Hepatitis B virus subtype ADW HBSAG surface protein antigen|Hepatitis B virus subtype ADW2 HBSAG surface protein antigen	[]						Hepatitis B Vaccine is an ingredient in the EMA-withdrawn product Quintanrix. It is marketed in Canada as Engerix B. It is also a part of Twinrix (Hep A/Hep B vaccine) available also in Canada.The hepatitis B virus induces a severe form of viral hepatitis. Other causative agents are hepatitis A virus, and the non-A, non-B hepatitis viruses. Hepatitis D virus, a defective virus requiring the “keeper function” of the hepatitis B virus, occurs either as a co-infection or super-infection in a HBsAg carrier.Transmission of the virus occurs through percutaneous contact with contaminated blood, serum or plasma. Infection may also occur by the exposure of mucous surfaces, or intact or damaged skin to other body fluids such as saliva, mucosal secretions and semen.There is no specific treatment for hepatitis. The incubation period may be as long as 6 months, followed by a very complex clinical course of an acute or chronic nature, often leading to hospitalization.Viral hepatitis caused by hepatitis B virus is a major worldwide health problem, though the incidence and epidemiology vary widely among geographical areas and population subgroups.In Canada, the United States and Northern Europe, 4% to 6% of the population are infected during their lifetime (mostly young adults); between 5% and 10% of infections lead to persistent viremia (carrier state). Certain population subgroups in these areas, however, are at high risk (see Indications and Clinical Use).In Asia, infection often occurs early in life, leading to a hepatitis B marker prevalence of more than 70% in the general population and a carrier rate of up to 20%.It is estimated that the reservoir of persistent hepatitis B surface antigen carriers amounts to 350 million people worldwide. Carriers are at a high risk of developing chronic liver disease which may lead to cirrhosis or primary hepatocellular carcinoma. A significant reduction in the incidence of hepatocellular carcinoma has been observed in children aged 6 to14 years following a nationwide hepatitis B vaccination in Taiwan. This resulted from a significant decline in the prevalence of hepatitis B antigen, the persistence of which is an essential factor in the development of hepatocellular carcinoma.Vaccination against hepatitis B is expected in the long term to reduce the overall incidence of both hepatitis B and the chronic complications such as chronic active hepatitis and cirrhosis.
DB11646	Conatumumab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	[]	1P48L61KM0	[]	[]	[]	[]						Conatumumab has been used in trials studying the treatment of Sarcoma, Lymphoma, Oncology, Colon Cancer, and Rectal Cancer, among others.
DB11657	Tabalumab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|B-Cell Activating Factor, antagonists & inhibitors|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	[]	PQP8VH3MJW	[]	[]	[]	[]						Tabalumab has been used in trials studying the treatment of Autoimmune Disease, Rheumatoid Arthritis, Kidney Failure, Chronic, Connective Tissue Disease, and Systemic Lupus Erythematosus, among others.
DB11661	Eptacog alfa pegol (activated)	biotech	['investigational']	[]	[]			[]	['Activated Recombinant Human Factor VII, Long Acting']	3Q26I70P3I	[]	[]	[]	[]						Eptacog alfa pegol (activated) has been used in trials studying the prevention and treatment of Haemophilia A, Haemophilia B, Congenital Bleeding Disorder, Haemophilia B With Inhibitors, and Haemophilia A With Inhibitors.
DB11668	Rusalatide acetate	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Biological Factors|Blood Coagulation Factors|Blood Proteins|Endopeptidases|Enzymes|Enzymes and Coenzymes|Hydrolases|Peptide Hydrolases|Peptides|Proteins|Serine Endopeptidases|Serine Proteases|Wound Healing			[]	['Chrysalin']	9J556O9JPD	[]	[]	[]	[]						Chrysalin has been used in trials studying the treatment of Radius Fracture.
DB11680	Ficlatuzumab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	[]	77E89833TG	[]	[]	[]	[]						Ficlatuzumab has been used in trials studying the treatment of Acute Myeloid Leukemia, Non-small Cell Lung Cancer, Mullerian Mixed Tumor of Ovary, Relapsed Acute Myeloid Leukemia, and Refractory Acute Myeloid Leukemia, among others.
DB11685	Figitumumab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	[]	VE267FC2UB	[]	[]	[]	[]						Figitumumab has been used in trials studying the treatment of Sarcoma, Solid Tumor, Breast Cancer, Lung Neoplasms, and Advanced Cancer, among others.
DB11690	Vonapanitase	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Cholesterol|Endopeptidases|Enzymes|Enzymes and Coenzymes|Hydrolases|Peptide Hydrolases|Proteins|Recombinant Proteins|Serine Endopeptidases|Serine Proteases			[]	[]	3LWJ2H14I9	[]	[]	[]	[]						Vonapanitase is under investigation for the treatment of Chronic Kidney Disease.
DB11715	Bapineuzumab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	[]	NC11WKO35D	[]	[]	[]	[]						Bapineuzumab has been investigated for the treatment of Alzheimer's Disease.
DB11724	Bombesin	small molecule	['investigational']	[]	Amino Acids, Peptides, and Proteins|Amphibian Venoms|Biological Factors|Bodily Secretions|Chemical Actions and Uses|Complex Mixtures|Fluids and Secretions|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Molecular Mechanisms of Pharmacological Action|Nerve Tissue Proteins|Neuropeptides|Neurotransmitter Agents|Peptide Hormones|Peptides|Pharmacologic Actions|Physiological Effects of Drugs|Proteins|Toxins, Biological|Venoms			[]	[]	PX9AZU7QPK	['7LN1X0A80V']	[]	['Bombesin Dihydrochloride']	[]						Bombesin is under investigation in clinical trial NCT01205321 (PET/CT Imaging for Radiation Dosimetry, Plasma Pharmacokinetics, Biodistribution, Safety and Tolerability and Diagnostic Performance of BAY86-7548 in Patients With Prostate Cancer and Healthy Volunteers).
DB11727	Endostar	biotech	['investigational']	[]	[]			[]	['Endostatin, N-terminal-MGGSHHHHH']	GVG18ZDN65	[]	[]	[]	[]						Endostar is under investigation for the treatment of Nasopharyngeal Carcinoma. Endostar has been investigated for the treatment of Non-small Cell Lung Cancer.
DB11728	Fondaparinux	small molecule	['investigational']	['B01AX05']	Anticoagulants|Blood and Blood Forming Organs|Carbohydrates|Chemical Actions and Uses|Factor X|Fibrinolytic Agents|Hematologic Agents|Pharmacologic Actions|Therapeutic Uses			[]	[]	J177FOW5JL	[]	[]	[]	[]						Fondaparinux is under investigation for the treatment of Superficial Vein Thrombosis. Fondaparinux has been investigated for the treatment and prevention of Thromboembolism, Pulmonary Embolism, Thrombosis, Venous, Deep Vein Thrombosis, and Fibrillation, Atrial, among others.
DB11746	Onartuzumab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	[]	MS1J9720WC	[]	[]	[]	[]						Onartuzumab has been used in trials studying the treatment of Neoplasms, Lung Cancer, Glioblastoma, Gastric Cancer, and Colorectal Cancer, among others.
DB11753	Rifamycin	small molecule	['investigational']	[]	Antiinfectives|Otologicals|Sensory Organs			['YVOFSHPIJOYKSH-DITFEXNXSA-M']	Rifamicine SV|Rifamycin SV|Rifomycin SV	DU69T8ZZPA	['32086GS35Z']	[]	['Rifamycin sodium']	[]						Rifamycin has been investigated in Adverse Drug Interactions.
DB11754	Lirilumab	biotech	['investigational']	[]	[]			[]	[]	S9XDI9W918	[]	[]	[]	[]						Lirilumab has been used in trials studying the treatment of Leukemia, CANCER,NOS, Multiple Myeloma, Lymphocytic Leukemia, and Acute Myeloid Leukemia, among others.
DB11756	Solanezumab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	['LY2062430']	5D6PWO0333	[]	[]	[]	[]						Solanezumab is under investigation for the treatment of Dementia, Alzheimers Disease, and Alzheimers Disease, Familial.
DB11767	Sarilumab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Antibodies, Monoclonal|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	REGN88|SAR153191	NU90V55F8I	[]	['Drugs Product Database (DPD):22840']	[]	[]						Sarilumab has been used in trials studying the treatment, health services research, and basic science of Rheumatoid Arthritis and Ankylosing Spondylitis.
DB11771	Tremelimumab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Antineoplastic Agents|Blood Proteins|Chemical Actions and Uses|Globulins|Immunoglobulins|Immunoproteins|Pharmacologic Actions|Proteins|Serum Globulins|Therapeutic Uses			[]	['Ticilimumab']	QEN1X95CIX	[]	[]	[]	[]						Tremelimumab is under investigation for the treatment of Mesothelioma, Liver Cancer, Liver Neoplasms, Liver Cell Caricinoma, and HepatoCellular Carcinoma. Tremelimumab has been investigated in Part C: Malignant Mesothelioma and Part A and B: Advanced Solid Malignancies.
DB11776	Brodalumab	biotech	approved|investigational	['L04AC12']	Amino Acids, Peptides, and Proteins|Antibodies|Antineoplastic and Immunomodulating Agents|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Immunosuppressive Agents|Interleukin Inhibitors|Proteins|Serum Globulins			[]	[]	6ZA31Y954Z	[]	KEGG Drug:D10061|Wikipedia:Brodalumab	[]	[]						Brodalumab has been used in trials studying the treatment of Asthma, Psoriasis, Crohn's Disease, Psoriatic Arthritis, and Rheumatoid Arthritis. Brodalumab was FDA approved in February, 2017 as Siliq for the treatment of moderate-to-severe plaque psoriasis.
DB11777	Cenderitide	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Biological Factors|Bodily Secretions|Chemical Actions and Uses|Complex Mixtures|Fluids and Secretions|Hormones|Hormones, Hormone Substitutes, and Hormone Antagonists|Peptide Hormones|Peptides|Pharmacologic Actions|Physiological Effects of Drugs|Toxins, Biological|Venoms			[]	['CD-NP']	9NKZ9LYZ06	[]	[]	[]	[]						Cenderitide is under investigation for the treatment of ST Elevation (STEMI) Myocardial Infarction of Anterior Wall.
DB11788	Neuropeptide Y	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Nerve Tissue Proteins|Neuropeptides|Peptides|Proteins			[]	['NPY']	BY7U39XXK0	[]	[]	[]	[]						Neuropeptide Y is under investigation for the basic science of Type 2 Diabetes Mellitus.
DB11803	Sirukumab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Antibodies|Blood Proteins|Globulins|Immunoglobulins|Immunoproteins|Proteins|Serum Globulins			[]	[]	640443FU93	[]	[]	[]	[]						Sirukumab has been used in trials studying the treatment and basic science of Giant Cell Arteritis and Arthritis, Rheumatoid.
DB11826	Lampalizumab	biotech	['investigational']	[]	Amino Acids, Peptides, and Proteins|Blood Proteins|Globulins|Immunoglobulin Fragments|Immunoglobulins|Immunoproteins|Peptide Fragments|Peptides|Proteins|Serum Globulins			[]	[]	UWU93Y99R3	[]	[]	[]	[]						Lampalizumab has been used in trials studying the treatment of Geographic Atrophy.
