hpo id 	 hpo name 	 umls cui 
HP:0010438	abnormal ventricular septum morphology	C4021264
HP:0010442	polydactyly	C0152427
HP:0010443	bifid femur	C4023824
HP:0010444	pulmonary insufficiency	C0034088
HP:0010445	primum atrial septal defect	C0344735|C0741296
HP:0010446	tricuspid stenosis	C0040963
HP:0010447	anal fistula	C0205929
HP:0010448	colonic atresia	C0266190
HP:0010450	esophageal stenosis	C0014866
HP:0010451	aplasia/hypoplasia of the spleen	C4023823
HP:0010452	ectopia of the spleen	C0266632
HP:0010454	acetabular spurs	C3808270
HP:0010455	steep acetabular roof	C3150931
HP:0010458	female pseudohermaphroditism	C0238394
HP:0010459	true hermaphroditism	C0266361
HP:0010461	abnormality of the male genitalia	C4023819
HP:0010463	aplasia of the ovary	C0266368
HP:0010464	streak ovary	C0266371
HP:0010468	aplasia/hypoplasia of the testes	C4023817
HP:0010469	absent testis	C4023816
HP:0010471	oligosacchariduria	C4023815
HP:0010472	abnormality of the heme biosynthetic pathway	C4023814
HP:0010473	porphyrinuria	C0151861
HP:0010475	cloacal exstrophy	C0345217
HP:0010477	aplasia of the bladder	C4023812
HP:0010479	patent urachus	C0266357
HP:0010480	urethral fistula	C0041970
HP:0010481	urethral valve	C0266345
HP:0010484	hypertrophy of the upper limb	C0575518
HP:0010485	hyperextensibility at elbow	C4023808
HP:0010486	abnormality of the hypothenar eminence	C4023807
HP:0010487	small hypothenar eminence	C1861395
HP:0010489	absent palmar crease	C4021262
HP:0010493	long metacarpals	C4021260
HP:0010494	acromelia of the lower limbs	C4023805
HP:0010496	hypertrophy of the lower limb	C4023803
HP:0010497	sirenomelia	C0037205
HP:0010499	patellar subluxation	C0857276
HP:0010500	hyperextensibility of the knee	C4023802
HP:0010501	limitation of knee mobility	C4021259
HP:0010502	fibular bowing	C4023801
HP:0010503	fibular duplication	C3276742
HP:0010506	abnormal plantar dermatoglyphics	C4021258
HP:0010508	metatarsus valgus	C4082144
HP:0010509	aplasia of the tarsal bones	C4021257
HP:0010510	hypermobility of toe joints	C4023798
HP:0010511	long toe	C3150613
HP:0010512	adrenal calcification	C0271750
HP:0010515	aplasia/hypoplasia of the thymus	C3278004|C4023796
HP:0010516	thymus hyperplasia	C0040115
HP:0010517	ectopic thymus tissue	C4023795
HP:0010521	gait apraxia	C1510417
HP:0010522	dyslexia	C0476254
HP:0010523	alexia	C0002018
HP:0010524	agnosia	C0001816
HP:0010526	dysgraphia	C0234144
HP:0010527	astereognosia	C0234505
HP:0010528	prosopagnosia	C0234512
HP:0010529	echolalia	C0013528|C4280380
HP:0010530	palatal myoclonus	C0030214
HP:0010532	paroxysmal vertigo	C0522357
HP:0010534	transient global amnesia	C0338591
HP:0010535	sleep apnea	C0037315
HP:0010536	central sleep apnea	C0520680
HP:0010537	wide cranial sutures	C0410935
HP:0010538	small sella turcica	C4023794|C4072875|C4072876
HP:0010539	thin calvarium	C1856231|C4280379
HP:0010541	cutis gyrata of scalp	C0263417|C4072877|C4280378
HP:0010542	vestibular nystagmus	C0155379
HP:0010543	opsoclonus	C0242567
HP:0010544	vertical nystagmus	C0271386
HP:0010545	downbeat nystagmus	C0585544
HP:0010546	muscle fibrillation	C0231531
HP:0010547	muscle flaccidity	C0026825
HP:0010548	percussion myotonia	C0751359
HP:0010550	paraplegia	C0030486
HP:0010553	oculogyric crisis	C0085637
HP:0010554	cutaneous finger syndactyly	C4021254
HP:0010557	overlapping fingers	C1446712
HP:0010558	abnormality of the clivus	C4023791
HP:0010559	vertical clivus	C1844702
HP:0010560	undulate clavicles	C4021253
HP:0010561	undulate ribs	C1969185
HP:0010562	keloids	C0022548
HP:0010564	bifid epiglottis	C0339864
HP:0010566	hamartoma	C0018552
HP:0010569	elevated 7-dehydrocholesterol	C1849185
HP:0010571	elevated levels of phytanic acid	C4023786
HP:0010574	abnormality of the epiphysis of the femoral head	C4021252
HP:0010575	dysplasia of the femoral head	C4021251|C4280377
HP:0010576	intracranial cystic lesion	C4021250
HP:0010579	cone-shaped epiphysis	C1865037
HP:0010580	enlarged epiphyses	C1833328
HP:0010582	irregular epiphyses	C1846449
HP:0010583	ivory epiphyses	C1856911
HP:0010584	pseudoepiphyses	C1841685
HP:0010585	small epiphyses	C1846803
HP:0010591	abnormality of the proximal tibial epiphysis	C4023782
HP:0010593	abnormality of fibular epiphyses	C4023780
HP:0010602	type 2 muscle fiber predominance	C3277187
HP:0010603	odontogenic keratocysts of the jaw	C1708604
HP:0010609	skin tags	C0037293
HP:0010610	palmar pits	C0423776
HP:0010612	plantar pits	C1852301
HP:0010614	fibroma	C0016045
HP:0010615	angiofibromas	C0206731
HP:0010617	cardiac fibroma	C1096654
HP:0010618	ovarian fibroma	C0149951
HP:0010619	fibroadenoma of the breast	C0178421
HP:0010620	malar prominence	C1858732|C4280374
HP:0010621	cutaneous syndactyly of toes	C1834737
HP:0010622	neoplasm of the skeletal system	C2732838|C4020771
HP:0010624	aplastic/hypoplastic toenail	C1856749
HP:0010625	anterior pituitary dysgenesis	C0032008|C4023771
HP:0010626	anterior pituitary agenesis	C4021249
HP:0010627	anterior pituitary hypoplasia	C0948740|C1859775
HP:0010628	facial palsy	C0376175|C0427055|C1858719
HP:0010633	partial anosmia	C4023767
HP:0010636	schizencephaly	C0266484
HP:0010638	elevated alkaline phosphatase of hepatic origin	C4023764
HP:0010639	elevated alkaline phosphatase of bone origin	C1833667
HP:0010644	midnasal stenosis	C1840238
HP:0010646	cervical spine instability	C0410652
HP:0010648	dermal translucency	C1836646
HP:0010649	flat nasal alae	C4023759
HP:0010650	hypoplasia of the premaxilla	C4020770|C4072878
HP:0010653	abnormality of the falx cerebri	C4021247
HP:0010655	epiphyseal stippling	C1859126
HP:0010656	abnormal epiphyseal ossification	C4021246
HP:0010659	patchy variation in bone mineral density	C4021245
HP:0010660	abnormal hand bone ossification	C4021244
HP:0010662	abnormality of the diencephalon	C4023752
HP:0010663	abnormality of thalamus morphology	C4021243
HP:0010664	fusion of the left and right thalami	C1834930|C4020769
HP:0010665	bilateral coxa valga	C3810018
HP:0010669	hypoplasia of the zygomatic bone	C4021242|C4072879|C4280368|C4280369|C4280370
HP:0010675	abnormal foot bone ossification	C4020768|C4021241|C4280367
HP:0010676	mechanical ileus	C0400843
HP:0010677	enuresis nocturna	C0270327
HP:0010679	elevated tissue non-specific alkaline phosphatase	C4021240
HP:0010689	mirror image polydactyly	C1851100
HP:0010693	pulverulent cataract	C1833118
HP:0010695	sutural cataract	C4023734
HP:0010696	polar cataract	C2025392
HP:0010700	total cataract	C3665439
HP:0010701	abnormal immunoglobulin level	C1855755
HP:0010702	increased antibody level in blood	C0020455|C0151669|C0541985|C1306857|C2048011
HP:0010705	4-5 finger syndactyly	C4023731
HP:0010708	1-5 finger syndactyly	C4023728
HP:0010709	2-4 finger syndactyly	C4021236
HP:0010713	1-5 toe syndactyly	C4021235
HP:0010714	2-4 toe syndactyly	C4021234
HP:0010719	abnormality of hair texture	C4023722|C4072880|C4072881|C4073290
HP:0010720	abnormal hair pattern	C4023721
HP:0010721	abnormal hair whorl	C3280303
HP:0010722	asymmetry of the ears	C1168239
HP:0010723	cystic lesions of the pinnae	C4023720
HP:0010724	advanced pneumatization of the mastoid process	C4021828
HP:0010727	spontaneous rupture of the globe	C4023719
HP:0010729	cherry red spot of the macula	C2216370
HP:0010730	double eyebrow	C0431449
HP:0010733	naevus flammeus of the eyelid	C1854409
HP:0010734	fibrous dysplasia of the bones	C0016063
HP:0010735	polyostotic fibrous dysplasia	C0016065
HP:0010739	osteopoikilosis	C0029455
HP:0010740	osteopathia striata	C0265513
HP:0010741	edema of the lower limbs	C0235886|C0239340
HP:0010743	short metatarsal	C1849020
HP:0010744	absent metatarsal bone	C4021232
HP:0010745	aplasia of the phalanges of the toes	C4021231
HP:0010747	medial flaring of the eyebrow	C1844562
HP:0010748	ectopic lacrimal punctum	C4021230
HP:0010749	blepharochalasis	C0005742
HP:0010751	dimple chin	C1849227
HP:0010752	cleft mandible	C0685786
HP:0010754	abnormality of the temporomandibular joint	C0266941|C0424721|C1865318|C4280366
HP:0010759	prominence of the premaxilla	C2749369
HP:0010760	absent toe	C3553754
HP:0010761	broad columella	C1851059|C4280365
HP:0010762	chordoma	C0008487
HP:0010764	short eyelashes	C2748682
HP:0010765	palmar hyperkeratosis	C4023710
HP:0010766	ectopic calcification	C3806226
HP:0010767	sacrococcygeal pilonidal abnormality	C4023709
HP:0010769	pilonidal sinus	C0031925
HP:0010772	anomalous pulmonary venous return	C0036400
HP:0010773	partial anomalous pulmonary venous return	C0158634
HP:0010775	vascular ring	C0221214
HP:0010776	tracheobronchmegaly	C4023707
HP:0010780	hyperacusis	C0034880
HP:0010781	skin dimples	C0578531
HP:0010782	shoulder dimples	C4023704
HP:0010783	erythema	C0016382|C0041834
HP:0010784	uterine neoplasm	C0042138
HP:0010785	gonadal neoplasm	C4021228
HP:0010786	urinary tract neoplasm	C0042076
HP:0010788	testicular neoplasm	C0039590
HP:0010789	abnormality of the leydig cells	C4023703
HP:0010790	hyoplasia of the leydig cells	C4023702
HP:0010791	hyperplasia of the leydig cells	C0023600
HP:0010794	impaired visuospatial constructive cognition	C4023701
HP:0010799	pinealoma	C0031941
HP:0010802	perioral hyperpigmentation	C4023699
HP:0010803	everted upper lip vermilion	C3275452|C4023698|C4280363
HP:0010804	tented upper lip vermilion	C1839767|C1850072|C1853383
HP:0010805	upturned corners of mouth	C3553471
HP:0010806	u-shaped upper lip vermilion	C1856202
HP:0010807	open bite	C0266061
HP:0010808	protruding tongue	C0241442
HP:0010809	broad uvula	C3693299
HP:0010815	nevus sebaceous	C3854181
HP:0010816	epidermal nevus	C0334082
HP:0010817	linear nevus sebaceous	C3854181
HP:0010818	generalized tonic seizures	C1836508
HP:0010819	atonic seizures	C0270846|C1836509
HP:0010822	scintillating scotoma	C0235068
HP:0010825	abnormality of the eleventh cranial nerve	C4021225
HP:0010826	abnormality of the twelfth cranial nerve	C4021224
HP:0010828	hemifacial spasm	C0278152
HP:0010829	impaired temperature sensation	C4021222
HP:0010830	impaired tactile sensation	C4021221
HP:0010831	impaired proprioception	C1856691
HP:0010832	abnormality of pain sensation	C4023691
HP:0010833	spontaneous pain sensation	C4023690
HP:0010837	decreased serum ceruloplasmin	C0240997
HP:0010838	high nonceruloplasmin-bound serum copper	C1848459
HP:0010841	multifocal epileptiform discharges	C4021219
HP:0010844	eeg with multifocal slow activity	C4023687
HP:0010845	eeg with generalized slow activity	C4021217
HP:0010846	eeg with persistent abnormal rhythmic activity	C4021216
HP:0010849	eeg with spike-wave complexes (>3.5 hz)	C4020765|C4023684
HP:0010850	eeg with spike-wave complexes	C4023683
HP:0010851	eeg with burst suppression	C1969156
HP:0010852	eeg with photoparoxysmal response	C3552821
HP:0010862	delayed fine motor development	C4023681
HP:0010863	receptive language delay	C0454642
HP:0010864	intellectual disability, severe	C0036857
HP:0010865	oppositional defiant disorder	C0029121
HP:0010866	abdominal wall defect	C0238577
HP:0010871	sensory ataxia	C0037921|C0240991
HP:0010872	t-wave inversion	C0520888
HP:0010873	cervical spinal cord atrophy	C0742191
HP:0010874	tendon xanthomatosis	C0221253
HP:0010875	chaddock reflex	C1531651
HP:0010878	fetal cystic hygroma	C0948242
HP:0010880	increased nuchal translucency	C4023676
HP:0010881	abnormality of the umbilical cord	C0266785
HP:0010882	pulmonary valve atresia	C0242855
HP:0010883	aortic valve atresia	C0265843
HP:0010884	acromelia	C4023675
HP:0010885	aseptic necrosis	C0029445|C0085660|C0520474|C0877326
HP:0010886	osteochondritis dissecans	C0029421
HP:0010891	morbus scheuermann	C0036310
HP:0010892	abnormality of branched chain family amino acid metabolism	C4023673
HP:0010896	hypersarcosinemia	C0268563
HP:0010903	abnormality of glutamine metabolism	C4023663
HP:0010904	abnormality of histidine metabolism	C4023662
HP:0010906	hyperhistidinemia	C0220992
HP:0010910	hypervalinemia	C0268573
HP:0010913	hyperisoleucinemia	C4023657
HP:0010917	abnormality of tyrosine metabolism	C4023653
HP:0010920	zonular cataract	C1861821
HP:0010922	membranous cataract	C0524524
HP:0010923	anterior subcapsular cataract	C1112768
HP:0010924	posterior cortical cataract	C4023650
HP:0010934	xanthinuria	C0220988
HP:0010935	abnormality of the upper urinary tract	C4023641
HP:0010939	abnormality of the nasal bone	C4023637
HP:0010940	aplasia/hypoplasia of the nasal bone	C4023636
HP:0010943	echogenic fetal bowel	C2936423
HP:0010945	fetal pyelectasis	C2317073
HP:0010954	hypoplastic right heart	C0265856|C0344963
HP:0010955	dilatation of the bladder	C0549253
HP:0010956	fetal megacystis	C2931117
HP:0010957	congenital posterior urethral valve	C0238506
HP:0010958	bilateral renal agenesis	C1609433
HP:0010959	congenital cystic adenomatoid malformation of the lung	C0010668
HP:0010964	abnormality of long-chain fatty-acid metabolism	C4023624
HP:0010970	blood group antigen abnormality	C4023620
HP:0010971	absence of lutheran antigen on erythrocytes	C4023619
HP:0010972	anemia of inadequate production	C0392708|C0678199
HP:0010975	abnormality of b cell number	C4021208
HP:0010976	b lymphocytopenia	C1855067
HP:0010978	abnormality of immune system physiology	C4023616
HP:0010980	hyperlipoproteinemia	C0020476
HP:0010981	hypolipoproteinemia	C0020623
HP:0010987	abnormality of cellular immune system	C4023612
HP:0010989	abnormality of the intrinsic pathway	C4023610
HP:0010991	abnormality of the abdominal musculature	C4023608
HP:0010994	abnormality of the striatum	C4023607
HP:0010997	chromosomal breakage induced by ionizing radiation	C4021206
HP:0010999	aplasia of the optic tract	C4023603
HP:0011001	increased bone mineral density	C0029464
HP:0011002	osteopetrosis	C0029454
HP:0011003	severe myopia	C0271183
HP:0011012	abnormality of polysaccharide metabolism	C4023600
HP:0011020	abnormality of mucopolysaccharide metabolism	C4023592
HP:0011021	abnormality of circulating enzyme level	C4023591
HP:0011024	abnormality of the gastrointestinal tract	C0012242|C0017178|C4023588
HP:0011025	abnormality of cardiovascular system physiology	C4023587
HP:0011027	abnormality of the fallopian tube	C0281842
HP:0011029	internal hemorrhage	C1390214
HP:0011031	abnormality of iron homeostasis	C4023583
HP:0011033	impairment of fructose metabolism	C4023581
HP:0011034	amyloidosis	C0002726
HP:0011036	abnormality of renal excretion	C4023579
HP:0011038	abnormality of renal resorption	C4023578
HP:0011039	abnormality of the helix	C1856660
HP:0011040	abnormality of the intrahepatic bile duct	C4023577
HP:0011043	abnormality of circulating adrenocorticotropin level	C4023574
HP:0011044	abnormal number of permanent teeth	C4023573
HP:0011060	dentinogenesis imperfecta limited to primary teeth	C0011430|C4023558
HP:0011065	conical incisor	C1856136|C4020759|C4280341|C4280342
HP:0011067	mesiodens	C0040457|C0266030|C4280340
HP:0011068	odontoma	C0028882
HP:0011069	increased number of teeth	C0040457
HP:0011072	rootless teeth	C0399379|C4082200
HP:0011073	abnormality of dental color	C4023551
HP:0011079	impacted tooth	C0040456|C4280338
HP:0011084	hypocalcification of dental enamel	C4023541
HP:0011085	hypomature dental enamel	C4023540|C4280266|C4280336
HP:0011087	talon cusp	C0266034|C0399357|C4280335
HP:0011088	dens in dente	C0011320
HP:0011090	fused teeth	C0016873
HP:0011094	overbite	C0266063|C0266067|C1305740
HP:0011096	peripheral demyelination	C0878575
HP:0011097	epileptic spasms	C0037769|C1527366
HP:0011098	speech apraxia	C0264611|C0349391
HP:0011099	spastic hemiparesis	C0154694
HP:0011100	intestinal atresia	C0021828
HP:0011103	abnormality of the left ventricular outflow tract	C0344916
HP:0011105	hypervolemia	C0546817
HP:0011106	hypovolemia	C0546884
HP:0011107	recurrent aphthous stomatitis	C0038363|C2937365
HP:0011108	recurrent sinusitis	C0581354|C4280333
HP:0011109	chronic sinusitis	C0149516|C0748720
HP:0011118	abnormality of tumor necrosis factor secretion	C4023529
HP:0011120	concave nasal ridge	C0264169
HP:0011121	abnormality of skin morphology	C4023528
HP:0011122	abnormality of skin physiology	C4023527
HP:0011123	inflammatory abnormality of the skin	C0011603|C3875321
HP:0011124	abnormality of epidermal morphology	C4023526
HP:0011127	perioral eczema	C1396126
HP:0011132	chronic furunculosis	C4023521
HP:0011133	increased sensitivity to ionizing radiation	C4021850
HP:0011134	low-grade fever	C0239574
HP:0011136	aplasia of the sweat glands	C2677485
HP:0011146	dialeptic seizures	C4023515
HP:0011151	obtundation status	C4023511
HP:0011153	focal motor seizures	C0016399
HP:0011158	auditory auras	C1838063
HP:0011159	epigastric auras	C4023506
HP:0011165	visual auras	C1850765
HP:0011166	focal myoclonic seizures	C4023501
HP:0011167	focal tonic seizures	C0752324
HP:0011168	eyelid myoclonias	C4023500
HP:0011169	generalized clonic seizures	C4023499
HP:0011170	myoclonic atonic seizures	C0393702
HP:0011181	low voltage eeg	C1851759
HP:0011193	eeg with focal spikes	C4023481
HP:0011195	eeg with focal sharp slow waves	C4023479
HP:0011203	eeg with abnormally slow frequencies	C4023471
HP:0011204	eeg with continuous slow activity	C4023470
HP:0011217	abnormal shape of the occiput	C4023459
HP:0011219	short face	C4023457
HP:0011220	prominent forehead	C1837260|C1867446
HP:0011221	vertical forehead creases	C4023456
HP:0011223	metopic depression	C4023454
HP:0011224	ablepharon	C0266574|C4020757
HP:0011225	epiblepharon	C0344503
HP:0011227	elevated c-reactive protein level	C0742906|C4023452
HP:0011228	horizontal eyebrow	C3277019
HP:0011229	broad eyebrow	C1856121
HP:0011231	prominent eyelashes	C1835802|C4023450
HP:0011232	infra-orbital fold	C4023449
HP:0011234	absent antihelix	C4023448
HP:0011246	underdeveloped superior crus of antihelix	C4021189
HP:0011247	prominent superior crus of antihelix	C4021188
HP:0011251	underdeveloped antitragus	C4021186
HP:0011252	cryptotia	C2315717
HP:0011255	absent crus of helix	C4021185
HP:0011265	cleft earlobe	C4023440
HP:0011266	microtia, first degree	C4021175
HP:0011267	microtia, third degree	C4021174|C4280331
HP:0011268	absent tragus	C4023439
HP:0011272	underdeveloped tragus	C4013429
HP:0011273	anisocytosis	C0221278
HP:0011274	recurrent mycobacterial infections	C4023438
HP:0011275	recurrent mycobacterium avium complex infections	C1737260
HP:0011276	vascular skin abnormality	C0162819|C1842892
HP:0011277	abnormality of the urinary system physiology	C4023437
HP:0011285	long-segment aganglionic megacolon	C4023430
HP:0011297	abnormality of digit	C3550704
HP:0011300	broad fingertip	C1968816
HP:0011301	absent foot	C0265624
HP:0011302	long palm	C4023422
HP:0011304	broad thumb	C0426891
HP:0011305	partial absence of toe	C4021169
HP:0011307	splayed toes	C2117390
HP:0011308	slender toe	C4021168
HP:0011309	tapered toe	C4021167
HP:0011310	bridged palmar crease	C4021166
HP:0011313	narrow nail	C4021829
HP:0011314	abnormality of long bone morphology	C4021165
HP:0011315	unicoronal synostosis	C4020756|C4023418
HP:0011318	bicoronal synostosis	C4021164
HP:0011323	cleft of chin	C1849227
HP:0011324	multiple suture craniosynostosis	C4021161
HP:0011325	pansynostosis	C4021827
HP:0011326	anterior plagiocephaly	C0432124|C4023413|C4280328|C4280329|C4280330
HP:0011327	posterior plagiocephaly	C4021160
HP:0011328	abnormality of fontanelles	C4020755
HP:0011329	abnormality of cranial sutures	C4023412
HP:0011330	metopic synostosis	C0432122|C1860819
HP:0011331	hemifacial atrophy	C0015458
HP:0011332	hemifacial hypoplasia	C3495417|C4023411
HP:0011333	asymmetric crying face	C0431406|C4280327
HP:0011334	facial shape deformation	C4021159
HP:0011335	frontal hirsutism	C1839830
HP:0011336	bitemporal forceps marks	C4020754|C4023409
HP:0011338	abnormality of mouth shape	C4023407
HP:0011339	abnormality of upper lip vermillion	C4023406
HP:0011340	incomplete cleft of the upper lip	C4021158
HP:0011341	long upper lip	C3151495
HP:0011342	mild global developmental delay	C2229182|C4012968
HP:0011343	moderate global developmental delay	C2237142
HP:0011344	severe global developmental delay	C1837397|C1854919
HP:0011349	abducens palsy	C0271355
HP:0011351	moderate receptive language delay	C3532946
HP:0011353	arterial intimal fibrosis	C4020753|C4023403
HP:0011354	generalized abnormality of skin	C4021157
HP:0011355	localized skin lesion	C0850826
HP:0011356	regional abnormality of skin	C4023402
HP:0011357	abnormality of hair density	C4023401
HP:0011358	generalized hypopigmentation of hair	C4023400
HP:0011359	dry hair	C0277960
HP:0011362	abnormal hair quantity	C4023397
HP:0011363	abnormality of hair growth rate	C4023396
HP:0011364	white hair	C0239804
HP:0011365	patchy hypopigmentation of hair	C4023395
HP:0011367	yellow nails	C1768507
HP:0011368	epidermal thickening	C0494876|C4020752
HP:0011372	aplasia of the inner ear	C0266604
HP:0011379	dilated vestibule of the inner ear	C4023387
HP:0011380	morphological abnormality of the semicircular canal	C4023386
HP:0011381	aplasia of the semicircular canal	C4023385
HP:0011382	hypoplasia of the semicircular canal	C3552156
HP:0011384	abnormality of the internal auditory canal	C4021155
HP:0011386	narrow internal auditory canal	C4023383
HP:0011387	enlarged vestibular aqueduct	C1863752
HP:0011388	enlarged cochlear aqueduct	C4021154
HP:0011397	abnormality of the dorsal column of the spinal cord	C4023376
HP:0011398	central hypotonia	C1842364
HP:0011399	tibialis atrophy	C4023375
HP:0011400	abnormal cns myelination	C4021152
HP:0011401	delayed peripheral myelination	C4023374
HP:0011402	demyelinating sensory neuropathy	C4023373
HP:0011403	abnormal umbilical cord blood vessels	C4023372
HP:0011405	childhood onset short-limb short stature	C1867487
HP:0011407	proportionate tall stature	C4023371
HP:0011408	moderate intrauterine growth retardation	C4023370
HP:0011410	caesarian section	C1384674
HP:0011414	hydropic placenta	C0270254
HP:0011423	hyperchloremia	C0085679
HP:0011424	increased serum zinc	C0854520|C0856208
HP:0011427	enlarged fetal cisterna magna	C4023365
HP:0011431	fetal fifth finger clinodactyly	C4023362|C4280326
HP:0011433	high maternal serum chorionic gonadotropin	C4021150
HP:0011434	low maternal serum chorionic gonadotropin	C4021149
HP:0011438	maternal teratogenic exposure	C4023357
HP:0011439	anesthetic-induced rhabdomylosis	C4023356
HP:0011440	alcohol-induced rhabdomyolysis	C4023355
HP:0011441	abnormality of the medulla oblongata	C4021148
HP:0011442	abnormality of central motor function	C4023354
HP:0011446	abnormality of higher mental function	C4023352
HP:0011447	hyposegmentation of neutrophil nuclei	C0030779|C4023351
HP:0011448	ankle clonus	C0238651
HP:0011449	knee clonus	C0520823
HP:0011451	congenital microcephaly	C2677180|C4020749
HP:0011453	abnormality of the incus	C4023350
HP:0011454	abnormality of the malleus	C4023349
HP:0011457	loss of eyelashes	C0271321
HP:0011458	abdominal symptom	C0740651
HP:0011459	esophageal carcinoma	C0152018
HP:0011466	aplasia/hypoplasia of the gallbladder	C4023344
HP:0011467	absent gallbladder	C0266251
HP:0011468	facial tics	C0278151|C0338467|C0858722|C4280324|C4280325
HP:0011471	gastrostomy tube feeding in infancy	C4020748|C4023342
HP:0011473	villous atrophy	C0267456|C0554101|C1833058|C1859541|C2677378|C4020747
HP:0011476	profound sensorineural hearing impairment	C4023338
HP:0011477	upbeat nystagmus	C0585545
HP:0011478	true anophthalmia	C2675590
HP:0011480	unilateral microphthalmos	C3640024|C4280323
HP:0011481	abnormality of the lacrimal duct	C1858567
HP:0011483	anterior synechiae of the anterior chamber	C0152252
HP:0011484	posterior synechiae of the anterior chamber	C0152253
HP:0011487	increased corneal thickness	C3810451
HP:0011488	abnormality of corneal endothelium	C4023332
HP:0011490	abnormality of descemets membrane	C4023330
HP:0011492	abnormality of corneal stroma	C4023328
HP:0011496	corneal neovascularization	C0085109
HP:0011497	iris neovascularization	C0154916
HP:0011498	partial aniridia	C4023325
HP:0011499	mydriasis	C0026961
HP:0011500	polycoria	C0344544
HP:0011501	anterior lenticonus	C0344262
HP:0011502	posterior lenticonus	C0344263
HP:0011504	bulls eye maculopathy	C0730330|C1828210
HP:0011505	cystoid macular edema	C0024440
HP:0011506	choroidal neovascularization	C4023323
HP:0011507	macular flecks	C4023322
HP:0011508	macular hole	C0024441
HP:0011509	macular hyperpigmentation	C0745109
HP:0011510	drusen	C1260959
HP:0011513	retinal cavernous angioma	C0730304
HP:0011515	abnormal stereopsis	C4023319
HP:0011516	achromatopsia	C0302129
HP:0011520	deuteranomaly	C0155016
HP:0011521	deuteranopia	C0155016
HP:0011522	protanopia	C0155015
HP:0011524	iris melanoma	C0346373
HP:0011527	lentiglobus	C1622439|C4280322
HP:0011530	retinal hole	C0035321
HP:0011531	vitritis	C0235812
HP:0011532	subretinal exudate	C0423431
HP:0011536	right atrial isomerism	C3178806
HP:0011537	left atrial isomerism	C3178807
HP:0011539	atrial situs ambiguous	C3164429
HP:0011560	mitral atresia	C0344760
HP:0011565	common atrium	C0392482
HP:0011573	hypoplastic tricuspid valve	C4023294
HP:0011575	imperforate tricuspid valve	C4023292
HP:0011579	unbalanced atrioventricular canal defect	C3280940
HP:0011580	short chordae tendineae of the mitral valve	C4023288
HP:0011581	double outlet left ventricle	C0265809
HP:0011596	left aortic arch with right descending aorta and right ductus arteriosus	C4023277
HP:0011599	mesocardia	C0265865
HP:0011603	congenital malformation of the great arteries	C0478012
HP:0011611	interrupted aortic arch	C0152419
HP:0011615	abnormality of pulmonary situs	C4023271
HP:0011620	abnormality of abdominal situs	C4023266
HP:0011622	inlet ventricular septal defect	C0221215
HP:0011623	muscular ventricular septal defect	C0685707
HP:0011627	aorto-ventricular tunnel	C4023262
HP:0011628	congenital defect of the pericardium	C4023261
HP:0011645	dilatation of the sinus of valsalva	C2239253
HP:0011646	juxtaductal coarctation of the aorta	C4023250
HP:0011651	double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis	C3165091
HP:0011658	double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis	C4023241
HP:0011659	tetralogy of fallot with absent pulmonary valve	C1302264
HP:0011662	tricuspid atresia	C0243002
HP:0011663	right ventricular cardiomyopathy	C2063326
HP:0011664	left ventricular noncompaction cardiomyopathy	C4021133
HP:0011670	left superior vena cava draining to coronary sinus	C2677768
HP:0011671	interrupted inferior vena cava with azygous continuation	C4023237
HP:0011672	cardiac myxoma	C1960546
HP:0011675	arrhythmia	C0003811|C0264886|C0522055|C0855329|C1832603|C1842820
HP:0011677	tetralogy of fallot with atrioventricular canal defect	C4023235
HP:0011682	perimembranous ventricular septal defect	C0344925
HP:0011695	cerebellar hemorrhage	C0149854
HP:0011702	abnormal electrophysiology of sinoatrial node origin	C4023222
HP:0011703	sinus tachycardia	C0039239
HP:0011704	sick sinus syndrome	C0037052
HP:0011705	first degree atrioventricular block	C0085614
HP:0011706	second degree atrioventricular block	C0264906
HP:0011710	bundle branch block	C0006384
HP:0011711	left anterior fascicular block	C0264912
HP:0011712	right bundle branch block	C0085615
HP:0011713	left bundle branch block	C0023211
HP:0011716	junctional ectopic tachycardia	C0039235
HP:0011718	abnormality of the pulmonary veins	C0265914
HP:0011727	peroneal muscle weakness	C0240733
HP:0011729	abnormality of joint mobility	C4023216
HP:0011730	abnormality of central sensory function	C4023215
HP:0011734	central adrenal insufficiency	C0948387
HP:0011735	adrenocorticotropin deficient adrenal insufficiency	C4023211
HP:0011739	dexamethasone-suppresible primary hyperaldosteronism	C4020743|C4020744|C4023209
HP:0011740	glucocortocoid-insensitive primary hyperaldosteronism	C4020742|C4023208
HP:0011742	ectopic adrenal gland	C0266275
HP:0011743	adrenal gland agenesis	C0266273
HP:0011744	secondary hypercorticolism	C4020741|C4023207
HP:0011746	secretory adrenocortical adenoma	C4021125
HP:0011747	abnormality of the anterior pituitary	C0032002|C4023206
HP:0011748	adrenocorticotropic hormone deficiency	C0342388
HP:0011749	adrenocorticotropic hormone excess	C4021124
HP:0011750	neoplasm of the anterior pituitary	C4023205
HP:0011752	neoplasm of the posterior pituitary	C1334957
HP:0011754	pituicytoma	C2986550
HP:0011755	ectopic posterior pituitary	C3279571|C4053775
HP:0011757	posterior pituitary hypoplasia	C4023202
