chemical	name	molecular_weight	SMILES_string
CIDm00005508	tolmetin	256.27656	CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)[O-]
CIDm00005512	tolterodine	325.48764	CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
CIDm00005514	topiramate	339.36204	CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
CIDm00005515	topotecan	421.44582	CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O
CIDm00005516	toremifene	405.95962	CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3
CIDm00005523	tramadol	263.3752	CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O
CIDm00005524	Rhinol	215.29418	C1CCC2=C(C1)C=CC=C2NC3=NCCN3
CIDm00005525	trandolapril	430.53716	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
CIDm00005526	tranexamic acid	157.2102	C1CC(CCC1CN)C(=O)O
CIDm00005530	tranylcypromine	133.19034	C1C(C1N)C2=CC=CC=C2
CIDm00005533	trazodone	371.86388	C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
CIDm00005538	retinoic acid	300.43512	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
CIDm00005544	triamcinolone	394.433883	CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
CIDm00005546	triamterene	253.26264	C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N
CIDm00005556	triazolam	343.20998	CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl
CIDm00005564	triclosan	289.54178	C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
CIDm00005565	trien	146.23392	C(CNCCNCCN)N
CIDm00005566	trifluoperazine	407.49557	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
CIDm00005572	trihexyphenidyl	301.46624	C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
CIDm00005576	trimethadione	143.14056	CC1(C(=O)N(C(=O)O1)C)C
CIDm00005577	TGen	388.45742	CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
CIDm00005578	trimethoprim	290.31772	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
CIDm00005582	trimetrexate	370.42556	CC1=C(C=CC2=C1C(=[NH+]C(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC
CIDm00005584	trimipramine	294.43384	CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
CIDm00005591	troglitazone	441.53988	CC1=C(C(=C2CCC(OC2=C1C)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C)O
CIDm00005593	tropicamide	284.3529	CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
CIDm00005595	tropisetron	284.3529	CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43
CIDm00005596	trospium	392.5106	C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O
CIDm00005625	delavirdine	456.56112	CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C
CIDm00005636	unoprostone	382.53412	CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)O)O)O
CIDm00005645	UDCA	392.572	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
CIDm00005647	VACV	324.3357	CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N
CIDm00005650	valsartan	435.51876	CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O
CIDm00005651	vancomycin	1449.2536	CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O
CIDm00005656	venlafaxine	277.40178	CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O
CIDm00005665	vigabatrin	129.15704	C=CC(CCC(=O)O)N
CIDm00005672	vinorelbine	778.93226	CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC
CIDm00005717	zafirlukast	575.67522	CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
CIDm00005718	zalcitabine	211.21782	C1CC(OC1CO)N2C=CC(=NC2=O)N
CIDm00005719	zaleplon	305.3339	CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C
CIDm00005721	zanamivir	332.3098	CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N
CIDm00005726	zidovudine	267.24132	CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
CIDm00005727	ZnCl2	136.286	Cl[Zn]Cl
CIDm00005731	zolmitriptan	287.35684	CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
CIDm00005732	zolpidem	307.38954	CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
CIDm00005734	zonisamide	212.22572	C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
CIDm00005735	zopiclone	388.80828	CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
CIDm00005746	mitomycin C	334.32722	CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
CIDm00005771	synthetic oxytocin	1007.18734	CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N
CIDm00005772	lysine vasopressin	1056.2182	C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N
CIDm00005775	phentolamine	281.35226	CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
CIDm00005832	norethisterone acetate	340.45592	CC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C
CIDm00005877	demethyl	416.50728	CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)C)O
CIDm00005878	oxandrolone	306.4397	CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C
CIDm00005939	HBIG	101.11048	C(=NC(=N)N)(N)N
CIDm00005978	vincristine	824.95764	CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
CIDm00006018	tetrabenazine	317.42258	CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
CIDm00006049	EDTA	292.24264	C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
CIDm00006058	cysteamine	77.14868	C(CS)N
CIDm00006116	calcium acetate	158.16604	CC(=O)[O-].CC(=O)[O-].[Ca+2]
CIDm00006238	17-hydroxyprogesterone	330.4611	CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O
CIDm00006256	trifluridine	296.19995	C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O
CIDm00006432	Optison	188.019326	C(C(F)(F)F)(C(F)(F)F)(F)F
CIDm00006436	triamcinolone acetonide	434.497743	CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C
CIDm00006451	bromocresol green	698.01386	CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)Br)Br)O)Br
CIDm00006468	phencyclidine	243.3871	C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3
CIDm00006476	methsuximide	203.23712	CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2
CIDm00006503	Tris-HCl	121.13504	C(C(CO)(CO)N)O
CIDm00006726	wellcome	266.38068	CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
CIDm00007012	2-phenylbutyric acid	164.20108	CCC(C1=CC=CC=C1)C(=O)O
CIDm00007029	linea	205.29606	CCN(CC)C(C)C(=O)C1=CC=CC=C1
CIDm00007187	benzoyl peroxide	242.2268	C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2
CIDm00007638	monobenzone	200.23318	C1=CC=C(C=C1)COC2=CC=C(C=C2)O
CIDm00007699	benzonatate	603.74192	CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
CIDm00008197	tetraen	189.30172	C(CNCCNCCNCCN)N
CIDm00008230	Arg8-vasopressin	1084.2316	C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N
CIDm00008612	2-chloroprocaine	270.75516	CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl
CIDm00008813	diamidine	592.68274	C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O
CIDm00008982	nafcillin	414.47478	CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
CIDm00009034	methohexital	262.30432	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C
CIDm00009354	succimer	182.21804	C(C(C(=O)O)S)(C(=O)O)S
CIDm00009433	aminophylline	420.42636	CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
CIDm00009904	nandrolone	274.39784	CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34
CIDm00010100	propoxyphene	339.47116	CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C
CIDm00010340	NaHCO3	105.988439	C(=O)([O-])[O-].[Na+].[Na+]
CIDm00010413	4-hydroxy	104.10452	C(CC(=O)O)CO
CIDm00010547	echothiophate	383.227052	CCOP(=O)(OCC)SCC[N+](C)(C)C.[I-]
CIDm00010631	medroxyprogesterone (MPA	344.48768	CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C
CIDm00010660	dimenhydrinate	469.96382	CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
CIDm00011125	Li2CO3	73.8909	[Li+].[Li+].C(=O)([O-])[O-]
CIDm00011973	Brolene	596.29006	C1=CC(=C(C=C1C(=N)N)Br)OCCCOC2=C(C=C(C=C2)C(=N)N)Br.C(CS(=O)(=O)O)O
CIDm00012453	zuclopenthixol	473.88658	C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO.Cl.Cl
CIDm00012460	phendimetrazine	191.26948	CC1C(OCCN1C)C2=CC=CC=C2
CIDm00012536	desonide	416.50728	CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)C
CIDm00012555	benzydamine	309.40542	CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3
CIDm00012559	erythromycin stearate	1018.40402	CCCCCCCCCCCCCCCCCC(=O)O.CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
CIDm00012597	isomannide	146.1412	C1C(C2C(O1)C(CO2)O)O
CIDm00012620	docosanol	326.60004	CCCCCCCCCCCCCCCCCCCCCCO
CIDm00013314	lormetazepam	335.18468	CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl
CIDm00013342	vinblastine	810.97412	CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
CIDm00013344	K-citrate	306.3946	C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[K+].[K+].[K+]
CIDm00014789	ferumoxytol	233.54848	O[Fe]=O.O[Fe]=O.[Fe]
CIDm00014888	arsenic trioxide	197.8414	[O-2].[O-2].[O-2].[As+3].[As+3]
CIDm00014917	fluoride	20.006343	F
CIDm00015232	benzathine penicillin	909.12364	CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2
CIDm00015459	metaxalone	221.2524	CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
CIDm00016124	bisphosphonates	176.002264	C(P(=O)(O)O)P(=O)(O)O
CIDm00016230	amiloride	266.08796	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl
CIDm00016362	pimozide	461.546166	C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
CIDm00016533	Betnovate	476.577483	CCCCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CO
CIDm00016759	ethanolamine oleate	343.54444	CCCCCCCCC=CCCCCCCCC(=O)O.C(CO)N
CIDm00016850	fluorescein	332.30628	C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O
CIDm00016886	decitabine	228.20528	C1C(C(OC1N2C=NC(=NC2=O)N)CO)O
CIDm00017358	SonoVue	146.055419	FS(F)(F)(F)(F)F
CIDm00018140	estramustine	440.40314	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl
CIDm00019090	megestrol	342.4718	CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C
CIDm00019190	indocyanine green	774.962849	CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]
CIDm00020585	oxtriphylline	284.33478	CN1C2=C(C(=O)N(C1=O)C)NC=N2.C[N+](C)(C)CCO
CIDm00020969	Clocortolon	410.906723	CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)Cl)C)F
CIDm00021630	octyl methoxycinnamate	290.39724	CCCCC(CC)COC(=O)C=CC1=CC=C(C=C1)OC
CIDm00021800	betamethasone dipropionate	504.587583	CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)OC(=O)CC
CIDm00021826	triamcinolone hexacetonide	532.640743	CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)COC(=O)CC(C)(C)C)C)O)F)C)C
CIDm00021945	methenamine hippurate	319.35894	C1N2CN3CN1CN(C2)C3.C1=CC=C(C=C1)C(=O)NCC(=O)O
CIDm00022258	hydrocodone	299.36424	CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4
CIDm00022318	sodium aurothiomalate	390.075328	C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+]
CIDm00022502	procaine penicillin	588.7155	CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.O
CIDm00023703	ogen	436.56488	CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O.C1CNCCN1
CIDm00023897	molindone	276.37396	CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C
CIDm00023925	Fe(III	55.845	[Fe]
CIDm00023926	lanthanum	138.90547	[La]
CIDm00023951	samarium	150.36	[Sm]
CIDm00023957	technetium-99m	97.907216	[Tc]
CIDm00023982	gadolinium	157.25	[Gd]
CIDm00023993	yttrium	88.90585	[Y]
CIDm00023994	Zn(II	65.38	[Zn]
CIDm00024083	MgSO4	120.3676	[O-]S(=O)(=O)[O-].[Mg+2]
CIDm00024087	selenium disulfide	143.09	S=[Se]=S
CIDm00024393	FeSO4	151.9076	[O-]S(=O)(=O)[O-].[Fe+2]
CIDm00024414	barium sulfate	233.3896	[O-]S(=O)(=O)[O-].[Ba+2]
CIDm00024424	ZnSO4	161.4426	[O-]S(=O)(=O)[O-].[Zn+2]
CIDm00024450	potassium phosphate	174.175902	OP(=O)([O-])[O-].[K+].[K+]
CIDm00024550	stannous fluoride	156.706806	F[Sn]F
CIDm00024642	thallium-201 chloride	239.8363	Cl[Tl]
CIDm00024706	avian E	608.84918	CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34.CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O
CIDm00024748	glucans	240.20784	CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O
CIDm00025419	clodronate	244.892384	C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl
CIDm00025959	ferrocyanide	211.9494	[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2]
CIDm00027304	HMDP	192.001664	C(O)(P(=O)(O)O)P(=O)(O)O
CIDm00027400	pizotifen	295.44174	CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1
CIDm00027661	isosorbide-5-mononitrate	191.13876	C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O
CIDm00027686	cromoglicate	468.36654	C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O
CIDm00027991	desmopressin	1069.21696	C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N
CIDm00027993	conjugated estrogens	348.4134	CC12CCC3C(=CCC4=C3C=CC(=C4)OS(=O)(=O)O)C1CCC2=O
CIDm00028332	propoxyphene napsylate	547.70488	CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O
CIDm00028486	lithium	6.941	[Li+]
CIDm00028696	iothalamate sodium I 125	502.04362	CC1=C(C(=C(C(=C1C(=O)O)I)NC(=O)C)I)C(=O)NC
CIDm00029089	chlorhexidine digluconate solution	897.75716	C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl.C(C(C(C(C(C(=O)O)O)O)O)O)O.C(C(C(C(C(C(=O)O)O)O)O)O)O
CIDm00030623	dexrazoxane	268.26914	CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
CIDm00031072	carbimazole	186.2315	CCOC(=O)N1C=CN(C1=S)C
CIDm00031264	PCho	132.15768	CC1OC(OC(O1)C)C
CIDm00031378	fludrocortisone	380.450363	CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F
CIDm00031477	metipranolol	309.40058	CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O
CIDm00032169	articaine	320.83544	CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC.Cl
CIDm00032281	thyrotrophin-releasing hormone	362.38368	C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N
CIDm00032603	clindamycin phosphate	504.962922	CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)OP(=O)(O)O)O)O)C(C)Cl
CIDm00032797	clobetasol	410.906723	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C
CIDm00032800	pancreozymin	1143.26898	CSCCC(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)N
CIDm00033030	clindamycin palmitate	699.85276	CCCCCCCCCCCCCCCC(=O)OC1C(C(C(OC1SC)C(C(C)Cl)NC(=O)C2CC(CN2C)CCC)O)O.Cl
CIDm00034058	gallium-67 citrate	258.8227	C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Ga+3]
CIDm00034312	oxcarbazepine	252.26798	C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
CIDm00036339	etomidate	244.28904	CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
CIDm00036523	luteinizing hormone	1182.2901	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
CIDm00036811	dobutamine	301.38012	CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
CIDm00037392	halofantrine	536.88465	CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O.Cl
CIDm00037720	pentosan polysulfate	602.49732	C1C(C(C(C(O1)OC2COC(C(C2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O
CIDm00039042	bezafibrate	361.8194	CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
CIDm00039507	rimexolone	370.52496	CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C
CIDm00039524	stiripentol	234.29092	CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O
CIDm00039764	vecuronium	637.73138	CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-]
CIDm00039860	nabilone	372.54084	CCCCCCC(C)(C)C1=CC2=C(C3CC(=O)CCC3C(O2)(C)C)C(=C1)O
CIDm00040159	permethrin	391.2877	CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
CIDm00040632	pirfenidone	185.22184	CC1=CN(C(=O)C=C1)C2=CC=CC=C2
CIDm00040703	pinaverium bromide	591.41604	CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C.[Br-]
CIDm00040973	desogestrel	310.473	CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34
CIDm00040976	Implanon	324.45652	CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
CIDm00041317	acitretin	326.42934	CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC
CIDm00041684	nitazoxanide	307.28196	CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]
CIDm00041693	sufentanil	386.5508	CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC
CIDm00041744	valrubicin	723.64375	CCCCC(=O)OCC(=O)C1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O
CIDm00041774	acarbose	645.60482	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO
CIDm00041781	torasemide	348.42	CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C
CIDm00042113	desflurane	168.037799	C(C(F)(F)F)(OC(F)F)F
CIDm00042395	hydrocortisone-17-valerate	446.57632	CCCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO
CIDm00042615	buserelin	1239.42424	CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
CIDm00042955	misoprostol	382.53412	CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O
CIDm00044563	lodoxamide tromethamine	432.76988	C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N.C(C(CO)(CO)N)O
CIDm00044564	lodoxamide	311.63484	C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N
CIDm00045469	sodium nitroprusside	307.897177	[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Na+].[Na+].[Na+].[Na+].[Fe+3]
CIDm00047319	atracurium	929.14498	C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C
CIDm00047419	cefuroxime axetil	510.47448	CC(OC(=O)C)OC(=O)C1=C(CSC2N1C(=O)C2NC(=O)C(=NOC)C3=CC=CO3)COC(=O)N
CIDm00047471	butoconazole	474.78852	C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl.[N+](=O)(O)[O-]
CIDm00047528	nicorandil	211.17476	C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-]
