omim id 	 omim name 	 mondos 
OMIM:613758	#613758 retinitis pigmentosa 47; rp47	MONDO:0013407|MONDO:0013407
OMIM:613759	#613759 infections, recurrent, with encephalopathy, hepatic dysfunction, andcardiovascular malformations;;fadd deficiency	MONDO:0013408
OMIM:613762	#613762 46,xy sex reversal 6; srxy6;;46,xy sex reversal, partial or complete, map3k1-related;;46,xy gonadal dysgenesis, complete or partial, map3k1-related	MONDO:0010765|MONDO:0013410
OMIM:613763	#613763 cataract, posterior polar, 2; ctpp2cataract, congenital lamellar, included;;cataract, juvenile, autosomal recessive, included	MONDO:0013411|MONDO:0013411
OMIM:613765	cardiomyopathy, familial hypertrophic, 9	MONDO:0013412
OMIM:613767	#613767 retinitis pigmentosa 45; rp45	MONDO:0013413|MONDO:0013413
OMIM:613769	#613769 retinitis pigmentosa 44; rp44	MONDO:0013414|MONDO:0013414
OMIM:613776	chromosome 17p13.1 deletion syndrome	MONDO:0013415
OMIM:613779	#613779 complement component 3 deficiency, autosomal recessive; c3d;;c3 deficiency, autosomal recessive	MONDO:0013417
OMIM:613780	#613780 aortic aneurysm, familial thoracic 7; aat7;;aortic dissection, familial, with or without aortic aneurysm	MONDO:0013418
OMIM:613783	#613783 complement component c1s deficiency; c1sd;;c1s deficiency	MONDO:0013419
OMIM:613789	#613789 complement component 8 deficiency, type ii; c8d2;;c8 deficiency, type ii;;complement component 8b deficiency;;c8 beta deficiency;;c8b deficiency	MONDO:0013421
OMIM:613790	#613790 complement component 8 deficiency, type i; c8d1;;c8 deficiency, type i;;c8 alpha-gamma deficiency;;c8ag deficiency	MONDO:0013422
OMIM:613791	masp2 deficiency	MONDO:0013423
OMIM:613792	chromosome 3pter-p25 deletion syndrome	MONDO:0013424
OMIM:613794	retinitis pigmentosa 20	MONDO:0013425
OMIM:613795	#613795 loeys-dietz syndrome, type 3; lds3;;aneurysms-osteoarthritis syndrome;;loeys-dietz syndrome with osteoarthritis;;loeys-dietz syndrome, type 1c, formerly; lds1c, formerly	MONDO:0013426
OMIM:613796	#613796 mycobacterial and viral infections, susceptibility to, autosomal recessive;;stat1 deficiency, autosomal recessive	MONDO:0013427
OMIM:613800	#613800 meier-gorlin syndrome 2; mgors2	MONDO:0016817|MONDO:0013428
OMIM:613801	#613801 retinitis pigmentosa 40; rp40	MONDO:0013429|MONDO:0013429
OMIM:613803	meier-gorlin syndrome 3	MONDO:0013430
OMIM:613804	#613804 meier-gorlin syndrome 4; mgors4	MONDO:0016817|MONDO:0013431
OMIM:613805	meier-gorlin syndrome 5	MONDO:0013432
OMIM:613807	#613807 ciliary dyskinesia, primary, 14; cild14;;ciliary dyskinesia, primary, 14, with or without situs inversus	MONDO:0013434
OMIM:613808	#613808 ciliary dyskinesia, primary, 15; cild15;;ciliary dyskinesia, primary, 15, with or without situs inversus	MONDO:0013435
OMIM:613809	#613809 retinitis pigmentosa 39; rp39	MONDO:0013436|MONDO:0013436
OMIM:613810	#613810 retinitis pigmentosa 43; rp43	MONDO:0013437|MONDO:0013437
OMIM:613811	pontocerebellar hypoplasia, type 2d	MONDO:0013438|MONDO:0013438
OMIM:613812	#613812 bile acid synthesis defect, congenital, 3; cbas3	MONDO:0013439|MONDO:0013439
OMIM:613818	#613818 muscular dystrophy-dystroglycanopathy (limb-girdle), type c, 9; mddgc9;;muscular dystrophy-dystroglycanopathy, limb-girdle, dag1-related	MONDO:0013440
OMIM:613819	#613819 asphyxiating thoracic dystrophy 4; atd4	MONDO:0013441|MONDO:0013441
OMIM:613820	nephronophthisis 12	MONDO:0013442
OMIM:613823	seckel syndrome 5	MONDO:0013443
OMIM:613824	#613824 nephronophthisis 9; nphp9	MONDO:0013444|MONDO:0013444
OMIM:613825	#613825 complement component 9 deficiency; c9d;;c9 deficiency	MONDO:0013445
OMIM:613826	#613826 leber congenital amaurosis 6; lca6	MONDO:0013446|MONDO:0013446
OMIM:613827	#613827 retinitis pigmentosa 48; rp48	MONDO:0013447|MONDO:0013447
OMIM:613829	#613829 leber congenital amaurosis 7; lca7	MONDO:0013449|MONDO:0013449
OMIM:613830	#613830 night blindness, congenital stationary, type 1d; csnb1d;;csnb, complete, autosomal recessive	MONDO:0013450|MONDO:0013450
OMIM:613834	multisystemic smooth muscle dysfunction syndrome	MONDO:0013452
OMIM:613835	#613835 leber congenital amaurosis 8; lca8	MONDO:0013453|MONDO:0013453
OMIM:613837	#613837 leber congenital amaurosis 11; lca11	MONDO:0013454|MONDO:0013454
OMIM:613838	#613838 cardiomyopathy, familial hypertrophic, 16; cmh16	MONDO:0013455|MONDO:0013455
OMIM:613839	megaloblastic anemia due to dihydrofolate reductase deficiency	MONDO:0013456
OMIM:613843	leber congenital amaurosis 15; lca15	MONDO:0013457
OMIM:613845	hyperuricemia, pulmonary hypertension, renal failure, and alkalosis syndrome	MONDO:0013458
OMIM:613848	osteogenesis imperfecta, type x	MONDO:0013459|MONDO:0013459
OMIM:613849	#613849 osteogenesis imperfecta, type xii; oi12;;oi, type xii	MONDO:0013460|MONDO:0013460
OMIM:613854	#613854 transposition of the great arteries, dextro-looped 3; dtga3	MONDO:0013463|MONDO:0013463
OMIM:613855	episodic ataxia, type 5	MONDO:0013464|MONDO:0013464
OMIM:613856	#613856 achromatopsia 4; achm4	MONDO:0013465|MONDO:0013465
OMIM:613860	#613860 immunodeficiency due to ficolin 3 deficiency;;ficolin 3 deficiency;;fcn3 deficiency	MONDO:0013467
OMIM:613861	#613861 retinitis pigmentosa 59; rp59	MONDO:0013468|MONDO:0013468
OMIM:613862	#613862 retinitis pigmentosa 38; rp38;;rod-cone dystrophy, childhood-onset	MONDO:0013469
OMIM:613863	#613863 generalized epilepsy with febrile seizures plus, type 7; gefsp7;;gefs+, type 7; gefs+7febrile seizures, familial, 3b, included; feb3b, included	MONDO:0013470
OMIM:613865	#613865 deafness, autosomal recessive 61; dfnb61	MONDO:0013471|MONDO:0013471
OMIM:613869	#613869 myopathy, myofibrillar, fatal infantile hypertonic, alpha-b crystallin-related;;mfm, fatal infantile hypertonic, alpha-b crystallin-related	MONDO:0013472
OMIM:613870	hirschsprung disease, cardiac defects, and autonomic dysfunction	MONDO:0013473
OMIM:613873	#613873 cardiomyopathy, familial hypertrophic, 17; cmh17	MONDO:0013474|MONDO:0013474
OMIM:613874	#613874 cardiomyopathy, familial hypertrophic, 18; cmh18	MONDO:0013475|MONDO:0013475
OMIM:613875	#613875 cardiomyopathy, familial hypertrophic, 19; cmh19	MONDO:0013476|MONDO:0013476
OMIM:613876	#613876 cardiomyopathy, familial hypertrophic, 20; cmh20	MONDO:0013477|MONDO:0013477
OMIM:613877	#613877 lipodystrophy, familial partial, type 4; fpld4;;lipodystrophy, familial partial, associated with plin1 mutations	MONDO:0013478
OMIM:613881	#613881 cardiomyopathy, dilated, 1hh; cmd1hh	MONDO:0013479|MONDO:0013479
OMIM:613882	#613882 hypomagnesemia 6, renal; homg6	MONDO:0013480|MONDO:0013480
OMIM:613884	chromosome 13q14 deletion syndrome	MONDO:0013481
OMIM:613885	#613885 meckel syndrome, type 8; mks8	MONDO:0018921|MONDO:0013482
OMIM:613886	obesity, hyperphagia, and developmental delay	MONDO:0013483
OMIM:613887	#613887 cataract, autosomal recessive congenital 4; catc4	MONDO:0013484|MONDO:0013484
OMIM:613908	#613908 spinocerebellar ataxia 35; sca35	MONDO:0013485|MONDO:0013485
OMIM:613909	spinocerebellar ataxia 32	MONDO:0013486
OMIM:613912	#613912 complement factor d deficiency; cfdd;;factor d deficiency	MONDO:0013487
OMIM:613913	lipodystrophy, partial, acquired, with low complement component c3, with or without glomerulonephritis; apldc3	MONDO:0013488
OMIM:613916	%613916 deafness, autosomal recessive 89; dfnb89	MONDO:0013489|MONDO:0013489
OMIM:613925	#613925 megalencephalic leukoencephalopathy with subcortical cysts 2a; mlc2a	MONDO:0013490
OMIM:613926	megalencephalic leukoencephalopathy with subcortical cysts 2b, remitting, with or without mental retardation	MONDO:0013491
OMIM:613930	%613930 alopecia-mental retardation syndrome 3; apmr3	MONDO:0013492
OMIM:613933	acetyl-coa carboxylase deficiency	MONDO:0013493
OMIM:613938	%613938 parasomnia, sleepwalking type; psmnswparasomnia, sleep terrors type, included; psmnst, included	MONDO:0013494
OMIM:613943	ichthyosis, congenital, autosomal recessive 8	MONDO:0013495|MONDO:0013495
OMIM:613944	%613944 iga nephropathy, susceptibility to, 2; igan2	MONDO:0013496
OMIM:613949	#613949 okt4 epitope deficiency ;;t4 epitope deficiency	MONDO:0013497
OMIM:613950	#613950 schizophrenia 15; sczd15;;schizophrenia susceptibility locus, chromosome 22q13-related	MONDO:0013498
OMIM:613951	fanconi anemia, complementation group p; fancp	MONDO:0013499
OMIM:613953	immunodeficiency 51	MONDO:0015279|MONDO:0013500
OMIM:613954	#613954 amyotrophic lateral sclerosis 14, with or without frontotemporal dementia;als14	MONDO:0013501
OMIM:613955	#613955 amyloidosis, primary localized cutaneous, 2; plca2	MONDO:0015301|MONDO:0013502
OMIM:613956	#613956 candidiasis, familial, 6; candf6;;candidiasis, familial chronic mucocutaneous, autosomal dominant	MONDO:0015279|MONDO:0013503
OMIM:613957	spermatogenic failure 8	MONDO:0013504
OMIM:613958	#613958 spermatogenic failure 9; spgf9;;globozoospermia, complete;;globozoospermia, total	MONDO:0013505
OMIM:613960	#613960 granulomatous disease, chronic, autosomal recessive, cytochrome b-positive,type iii;;cgd, autosomal recessive cytochrome b-positive, type iii;;granulomatous disease, chronic, due to ncf4 deficiency	MONDO:0013507
OMIM:613969	%613969 myopia 19, autosomal dominant; myp19	MONDO:0001384|MONDO:0013508
OMIM:613970	#613970 mental retardation, autosomal dominant 6; mrd6	MONDO:0015802|MONDO:0013509
OMIM:613977	#613977 cyanosis, transient neonatal; tncy	MONDO:0013511
OMIM:613978	#613978 hemoglobin h disease; hbh;;alpha-thalassemia, hemoglobin h type;;hemoglobin h disease, deletionalhemoglobin h disease, nondeletional, included	MONDO:0013512|MONDO:0013512
OMIM:613980	#613980 atrial fibrillation, familial, 9; atfb9	MONDO:0018054|MONDO:0013513
OMIM:613981	#613981 hypotrichosis 3; hypt3;;hypotrichosis simplex of the scalp 2; htss2	MONDO:0013514
OMIM:613982	#613982 osteogenesis imperfecta, type vi; oi6	MONDO:0013515|MONDO:0013515
OMIM:613983	#613983 retinitis pigmentosa 60; rp60	MONDO:0013516|MONDO:0013516
OMIM:613985	beta-thalassemia	MONDO:0019402|MONDO:0013517
OMIM:613986	#613986 pituitary hormone deficiency, combined, 6; cphd6	MONDO:0005152|MONDO:0013518
OMIM:613987	#613987 dyskeratosis congenita, autosomal recessive, 2; dkcb2	MONDO:0015780|MONDO:0013519
OMIM:613988	#613988 dyskeratosis congenita, autosomal recessive, 3; dkcb3	MONDO:0015780|MONDO:0013520
OMIM:613989	dyskeratosis congenita, autosomal dominant 2; dkca2	MONDO:0013521
OMIM:613990	#613990 dyskeratosis congenita, autosomal dominant, 3; dkca3	MONDO:0015780|MONDO:0013522
OMIM:614008	nestor-guillermo progeria syndrome; ngps	MONDO:0013523
OMIM:614009	#614009 bleeding disorder, platelet-type, 13, susceptibility to; bdplt13;;bleeding disorder, susceptibility to, due to defective platelet thromboxanea2 receptor	MONDO:0013524
OMIM:614017	#614017 ciliary dyskinesia, primary, 16; cild16;;ciliary dyskinesia, primary, 16, with or without situs inversus	MONDO:0013525
OMIM:614018	#614018 epilepsy, progressive myoclonic, 6; epm6	MONDO:0020074|MONDO:0013526
OMIM:614019	lissencephaly 4	MONDO:0013527
OMIM:614020	mental retardation, autosomal recessive 14	MONDO:0013528
OMIM:614021	%614021 ventricular tachycardia, catecholaminergic polymorphic, 3; cpvt3	MONDO:0013529|MONDO:0013529
OMIM:614022	#614022 atrial fibrillation, familial, 10; atfb10	MONDO:0018054|MONDO:0013530
OMIM:614023	phosphoserine phosphatase deficiency; psphd	MONDO:0013531
OMIM:614025	#614025 hepatic lipase deficiency;;lipc deficiency;;hl deficiency	MONDO:0013533
OMIM:614028	#614028 hyperalphalipoproteinemia 2; halp2;;apolipoprotein c-iii deficiency	MONDO:0013534
OMIM:614033	hydroxyacyl glutathione hydrolase deficiency	MONDO:0013535
OMIM:614034	#614034 heme oxygenase 1 deficiency; hmox1d	MONDO:0013536
OMIM:614035	deafness, autosomal recessive 29	MONDO:0013537|MONDO:0013537
OMIM:614037	614037 leukotriene c4 synthase deficiency;;ltc4 synthase deficiency	MONDO:0013539
OMIM:614038	#614038 lymphedema, primary, with myelodysplasia;;emberger syndrome	MONDO:0013540
OMIM:614039	cortical dysplasia, complex, with other brain malformations 1	MONDO:0013541|MONDO:0013541
OMIM:614042	#614042 moyamoya disease 5; mymy5	MONDO:0016820|MONDO:0013542
OMIM:614044	614044 trypsinogen deficiency	MONDO:0013543
OMIM:614049	#614049 atrial fibrillation, familial, 11; atfb11	MONDO:0018054|MONDO:0013544
OMIM:614050	#614050 atrial fibrillation, familial, 12; atfb12	MONDO:0018054|MONDO:0013545
OMIM:614052	mitochondrial complex v (atp synthase) deficiency, nuclear type 2	MONDO:0013546|MONDO:0013546
OMIM:614053	#614053 mitochondrial complex v (atp synthase) deficiency, nuclear type 3;mc5dn3;;mitochondrial complex v (atp synthase) deficiency, atp5e type	MONDO:0013547|MONDO:0013547
OMIM:614055	acetyl-coa acetyltransferase-2 deficiency	MONDO:0013548
OMIM:614063	n-acetylaspartate deficiency	MONDO:0013549
OMIM:614065	myopathy, distal, 4; mpd4	MONDO:0013550
OMIM:614066	spastic paraplegia 47, autosomal recessive	MONDO:0013551|MONDO:0013551
OMIM:614067	spastic paraplegia 52, autosomal recessive	MONDO:0013552|MONDO:0013552
OMIM:614069	#614069 immunodeficiency-centromeric instability-facial anomalies syndrome2; icf2	MONDO:0013553|MONDO:0013553
OMIM:614072	#614072 hermansky-pudlak syndrome 3; hps3	MONDO:0013555|MONDO:0013555
OMIM:614073	#614073 hermansky-pudlak syndrome 4; hps4	MONDO:0013556|MONDO:0013556
OMIM:614074	#614074 hermansky-pudlak syndrome 5; hps5	MONDO:0013557|MONDO:0013557
OMIM:614075	#614075 hermansky-pudlak syndrome 6; hps6	MONDO:0013558|MONDO:0013558
OMIM:614076	#614076 hermansky-pudlak syndrome 7; hps7	MONDO:0013559|MONDO:0013559
OMIM:614077	#614077 hermansky-pudlak syndrome 8; hps8	MONDO:0013560|MONDO:0013560
OMIM:614078	#614078 chondrodysplasia with joint dislocations, gpapp type;;gpapp deficiency	MONDO:0013561
OMIM:614080	multiple congenital anomalies-hypotonia-seizures syndrome 1	MONDO:0013563
OMIM:614082	#614082 fanconi anemia, complementation group g; fancg	MONDO:0013565|MONDO:0013565
OMIM:614083	fanconi anemia, complementation group l	MONDO:0013566|MONDO:0013566
OMIM:614089	#614089 atrial septal defect 3; asd3	MONDO:0013567|MONDO:0013567
OMIM:614091	#614091 short-rib thoracic dysplasia 7 with or without polydactyly; srtd7;;short rib-polydactyly syndrome, type v; srps5	MONDO:0013569|MONDO:0013569
OMIM:614096	#614096 combined oxidative phosphorylation deficiency 8; coxpd8;;cardiomyopathy, hypertrophic mitochondrial, fatal infantile	MONDO:0013570
OMIM:614097	#614097 acatalasemia;;acatalasia;;catalase deficiency	MONDO:0013571
OMIM:614098	keppen-lubinsky syndrome; kplbs	MONDO:0013572
OMIM:614099	cranioectodermal dysplasia 3	MONDO:0013573
OMIM:614100	%614100 cutis laxa, neonatal, with marfanoid phenotype;;cutis laxa-marfanoid syndrome	MONDO:0013574
OMIM:614102	#614102 immunoglobulin kappa light chain deficiency; igkcd;;kappa chain deficiency	MONDO:0013576
OMIM:614103	%614103 lipedema	MONDO:0013577
OMIM:614104	mental retardation, autosomal dominant 7	MONDO:0015802|MONDO:0013578
OMIM:614105	methylmalonate semialdehyde dehydrogenase deficiency	MONDO:0013579
OMIM:614111	#614111 pyruvate dehydrogenase e1-beta deficiency; pdhbd	MONDO:0019169|MONDO:0013580
OMIM:614113	mental retardation, autosomal dominant 2	MONDO:0013581
OMIM:614114	mosaic variegated aneuploidy syndrome 2	MONDO:0013582
OMIM:614115	#614115 cortical malformations, occipital; occm	MONDO:0013583
OMIM:614116	#614116 neuropathy, hereditary sensory, type ie; hsn1e;;hsn ie;;neuropathy, hereditary sensory, with hearing loss and dementia	MONDO:0013584
OMIM:614120	#614120 hydrolethalus syndrome 2; hls2	MONDO:0006037|MONDO:0013585
OMIM:614128	#614128 lactate dehydrogenase b deficiency; ldhbd	MONDO:0013587
OMIM:614129	perrault syndrome 3	MONDO:0013588
OMIM:614131	#614131 focal segmental glomerulosclerosis 6; fsgs6;;glomerulosclerosis, focal segmental, 6	MONDO:0013589
OMIM:614134	#614134 stickler syndrome, type iv; stl4	MONDO:0013590
OMIM:614135	#614135 epiphyseal dysplasia, multiple, 6; edm6	MONDO:0016648|MONDO:0013591
OMIM:614149	%614149 nail disorder, nonsyndromic congenital, 9; ndnc9;;anonychia-onycholysis, isolated;;onychodystrophy;;nail dysplasia	MONDO:0013592
OMIM:614152	#614152 deafness, autosomal dominant 64; dfna64	MONDO:0013593|MONDO:0013593
OMIM:614153	#614153 spinocerebellar ataxia 36; sca36	MONDO:0013594|MONDO:0013594
OMIM:614156	#614156 hyperbiliverdinemia; hblvd;;green jaundice	MONDO:0013595
OMIM:614157	nail disorder, nonsyndromic congenital, 10; ndnc10	MONDO:0013596
OMIM:614158	614158 bleeding disorder, platelet-type, 14; bdplt14;;thromboxane synthetase deficiency	MONDO:0013597
OMIM:614160	#614160 muscle hypertrophy; mslhp	MONDO:0013598|MONDO:0013598
OMIM:614162	immunodeficiency 31c; imd31c	MONDO:0013599
OMIM:614164	%614164 glutathione peroxidase deficiency; gpxd	MONDO:0013601
OMIM:614165	#614165 paragangliomas 5; pgl5	MONDO:0000448|MONDO:0013602
OMIM:614167	#614167 myopia 21, autosomal dominant; myp21	MONDO:0001384|MONDO:0013604
OMIM:614170	#614170 brittle cornea syndrome 2; bcs2	MONDO:0009242|MONDO:0013605
OMIM:614171	hermansky-pudlak syndrome 9	MONDO:0013606
OMIM:614172	#614172 immunodeficiency 21; imd21;;dendritic cell, monocyte, b lymphocyte, and natural killer lymphocytedeficiency; dcml;;monocytopenia and mycobacterial infection syndrome; monomac;;monocytopenia with susceptibility to mycobacterial, fungal, and papillomavirusinfections and myelodysplasia;;combined immunodeficiency with susceptibility to mycobacterial, viral,and fungal infections	MONDO:0013607
OMIM:614173	#614173 joubert syndrome 13; jbts13	MONDO:0013608|MONDO:0013608
OMIM:614175	#614175 meckel syndrome, type 10; mks10	MONDO:0018921|MONDO:0013609
OMIM:614180	#614180 retinitis pigmentosa 61; rp61	MONDO:0013610|MONDO:0013610
OMIM:614181	retinitis pigmentosa 62; rp62	MONDO:0013611
OMIM:614185	#614185 geleophysic dysplasia 2; gphysd2	MONDO:0013612
OMIM:614186	leber congenital amaurosis 16	MONDO:0013613
OMIM:614187	%614187 hypertelorism, preauricular sinus, punctal pits, and deafness; hppd	MONDO:0013614
OMIM:614188	craniosynostosis and dental anomalies	MONDO:0013615
OMIM:614190	#614190 pigmented nodular adrenocortical disease, primary, 3; ppnad3;;cushing syndrome, adrenal, due to ppnad3	MONDO:0013616
OMIM:614192	#614192 macrocephaly, macrosomia, facial dysmorphism syndrome; mmfd	MONDO:0013617
OMIM:614195	#614195 craniofacial anomalies and anterior segment dysgenesis syndrome; caasds	MONDO:0013618
OMIM:614196	#614196 nephrotic syndrome, type 6; nphs6	MONDO:0005377|MONDO:0013619
OMIM:614198	myasthenic syndrome, congenital, 16; cms16	MONDO:0013620
OMIM:614199	#614199 nephrotic syndrome, type 5, with or without ocular abnormalities;nphs5	MONDO:0013621
OMIM:614200	%614200 bleeding disorder, platelet-type, 9; bdplt9;;glycoprotein ia deficiency;;gp ia deficiency;;collagen platelet receptor deficiency	MONDO:0013622
OMIM:614201	#614201 bleeding disorder, platelet-type, 11; bdplt11;;glycoprotein vi deficiency;;gp vi deficiency	MONDO:0013623
OMIM:614202	#614202 mental retardation, autosomal recessive 15; mrt15	MONDO:0000509|MONDO:0013624
OMIM:614203	#614203 parkinson disease 17; park17	MONDO:0013625|MONDO:0013625
OMIM:614204	psoriasis 14, pustular	MONDO:0013626
OMIM:614205	#614205 three m syndrome 3; 3m3;;3@m syndrome 3	MONDO:0007477|MONDO:0013627
OMIM:614207	hyperphosphatasia with mental retardation syndrome 3	MONDO:0013628
OMIM:614208	mental retardation, autosomal recessive 16	MONDO:0019502|MONDO:0013629
OMIM:614209	#614209 meckel syndrome, type 9; mks9	MONDO:0018921|MONDO:0013630
OMIM:614211	%614211 deafness, autosomal dominant 33; dfna33	MONDO:0013632|MONDO:0013632
OMIM:614212	#614212 encephalopathy, acute, infection-induced, susceptibility to, 4; iiae4	MONDO:0013633
OMIM:614213	#614213 neuropathy, hereditary sensory, type iic; hsn2c	MONDO:0015364|MONDO:0013634
OMIM:614219	adams-oliver syndrome 2	MONDO:0013635
OMIM:614222	warburg micro syndrome 3; warbm3	MONDO:0013638
OMIM:614224	retinal arterial macroaneurysm with supravalvular pulmonic stenosis	MONDO:0013640
OMIM:614225	#614225 warburg micro syndrome 2; warbm2;;micro syndrome 2	MONDO:0013641
OMIM:614226	holoprosencephaly 11	MONDO:0013642
OMIM:614227	%614227 hyperuricemic nephropathy, familial juvenile, 3; hnfj3	MONDO:0000608|MONDO:0013643
OMIM:614228	#614228 charcot-marie-tooth disease, axonal, type 2o; cmt2o;;charcot-marie-tooth neuropathy, axonal, type 2o;;charcot-marie-tooth disease, axonal, autosomal dominant, type 2o	MONDO:0013644
OMIM:614229	spinocerebellar ataxia, autosomal recessive 11	MONDO:0013645|MONDO:0013645
OMIM:614230	chromosome 8q21.11 deletion syndrome	MONDO:0013646
OMIM:614231	microcephaly, epilepsy, and diabetes syndrome	MONDO:0013647
OMIM:614233	hyperpigmentation, familial progressive, 1	MONDO:0013648
OMIM:614249	#614249 mental retardation, autosomal recessive 18; mrt18	MONDO:0019502|MONDO:0013651
OMIM:614250	#614250 narcolepsy 7; nrclp7	MONDO:0021107|MONDO:0013652
OMIM:614251	#614251 parkinson disease 18; park18	MONDO:0013653
OMIM:614254	#614254 mental retardation, autosomal dominant 8; mrd8	MONDO:0015802|MONDO:0013655
OMIM:614255	mental retardation, autosomal dominant 9	MONDO:0013656
OMIM:614256	#614256 mental retardation, autosomal dominant 10; mrd10	MONDO:0015802|MONDO:0013657
OMIM:614257	#614257 mental retardation, autosomal dominant 11; mrd11	MONDO:0015802|MONDO:0013658
OMIM:614261	microcephaly-capillary malformation syndrome	MONDO:0013659
OMIM:614262	614262 arthrogryposis, perthes disease, and upward gaze palsy; apug	MONDO:0013660
OMIM:614265	#614265 combined malonic and methylmalonic aciduria; cmamma	MONDO:0013661
OMIM:614266	#614266 barrett esophagus;;barrett metaplasiaadenocarcinoma of esophagus, included	MONDO:0013662|MONDO:0013662
OMIM:614278	#614278 platelet-activating factor acetylhydrolase deficiency; pafad	MONDO:0013663
OMIM:614279	#614279 46,xy sex reversal 8; srxy8;;male pseudohermaphroditism due to deficiency of testicular 17,20-desmolase;tdd	MONDO:0013664
OMIM:614280	%614280 epilepsy, juvenile myoclonic, susceptibility to, 9; ejm9	MONDO:0009696|MONDO:0013665
OMIM:614284	stickler syndrome, type v	MONDO:0013666
OMIM:614286	#614286 myelodysplastic syndrome; mds;;myelodysplastic syndrome, susceptibility to, included	MONDO:0018881|MONDO:0018881
OMIM:614292	#614292 myopia, high, with cataract and vitreoretinal degeneration; mcvd	MONDO:0013670
OMIM:614294	chromosome 15q25 deletion syndrome	MONDO:0013672
OMIM:614296	wolfram-like syndrome, autosomal dominant; wfsl	MONDO:0013673
OMIM:614298	neurodegeneration with brain iron accumulation 4	MONDO:0013674
OMIM:614299	multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia	MONDO:0013675|MONDO:0013675
OMIM:614300	hypermethioninemia due to adenosine kinase deficiency	MONDO:0013676
OMIM:614302	#614302 emery-dreifuss muscular dystrophy 7, autosomal dominant; edmd7	MONDO:0016830|MONDO:0013677
OMIM:614303	edict syndrome	MONDO:0013678
OMIM:614305	#614305 sclerosteosis 2; sost2	MONDO:0013679|MONDO:0013679
OMIM:614306	cognitive impairment with or without cerebellar ataxia	MONDO:0013680
OMIM:614307	alpha-methylacyl-coa racemase deficiency; amacrd	MONDO:0013681
OMIM:614321	#614321 myopathy, distal, tateyama type; mpdt	MONDO:0018949|MONDO:0013686
OMIM:614322	#614322 spinocerebellar ataxia, autosomal recessive 12; scar12;;spinocerebellar ataxia with mental retardation and epilepsy	MONDO:0013687
OMIM:614323	nevoid hypermelanosis, linear and whorled; lwnh	MONDO:0013688
OMIM:614324	#614324 ovarian dysgenesis 3; odg3	MONDO:0009299|MONDO:0013689
OMIM:614325	pitt-hopkins-like syndrome 2	MONDO:0013690
OMIM:614326	#614326 feingold syndrome 2; fglds2;;brachydactyly with short stature and microcephaly	MONDO:0013691
OMIM:614327	#614327 tumor predisposition syndrome; tpds	MONDO:0013692
OMIM:614328	#614328 inflammatory skin and bowel disease, neonatal; nisbd	MONDO:0013693
OMIM:614329	%614329 mental retardation, autosomal recessive 31; mrt31	MONDO:0019502|MONDO:0013694
OMIM:614331	#614331 colorectal cancer, hereditary nonpolyposis, type 6; hnpcc6;;colon cancer, hereditary nonpolyposis, type 6	MONDO:0013695
OMIM:614333	mental retardation, autosomal recessive 29	MONDO:0019502|MONDO:0013697
OMIM:614335	arthrogryposis, distal, type 1b	MONDO:0013698
OMIM:614337	#614337 colorectal cancer, hereditary nonpolyposis, type 4; hnpcc4	MONDO:0005835|MONDO:0013699
OMIM:614338	pancreatic lipase deficiency	MONDO:0013700
OMIM:614340	mental retardation, autosomal recessive 27	MONDO:0013702
OMIM:614341	mental retardation, autosomal recessive 33	MONDO:0019502|MONDO:0013703
OMIM:614342	mental retardation, autosomal recessive 30	MONDO:0019502|MONDO:0013704
OMIM:614343	mental retardation, autosomal recessive 19	MONDO:0019502|MONDO:0013705
OMIM:614344	mental retardation, autosomal recessive 23	MONDO:0019502|MONDO:0013706
OMIM:614345	mental retardation, autosomal recessive 24	MONDO:0019502|MONDO:0013707
OMIM:614346	mental retardation, autosomal recessive 25	MONDO:0019502|MONDO:0013708
OMIM:614347	mental retardation, autosomal recessive 28	MONDO:0019502|MONDO:0013709
OMIM:614350	colorectal cancer, hereditary nonpolyposis, type 5	MONDO:0013710
OMIM:614369	peripheral neuropathy, myopathy, hoarseness, and hearing loss; pnmhh	MONDO:0013711
OMIM:614370	#614370 surfactant metabolism dysfunction, pulmonary, 5; smdp5;;pulmonary alveolar proteinosis 5;;pap due to csf2rb deficiency;;csf2rb deficiency	MONDO:0013712
OMIM:614373	#614373 amyotrophic lateral sclerosis 16, juvenile; als16	MONDO:0013715|MONDO:0013715
OMIM:614376	short-rib thoracic dysplasia 5 with or without polydactyly	MONDO:0013717
OMIM:614377	nephronophthisis 13	MONDO:0013718
OMIM:614378	cranioectodermal dysplasia 4	MONDO:0013719
OMIM:614379	#614379 complement component 4b deficiency; c4bd ;;c4b deficiency	MONDO:0013720
OMIM:614380	#614380 complement component 4a deficiency; c4ad;;c4a deficiency	MONDO:0013721
OMIM:614381	leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	MONDO:0013722|MONDO:0013722
OMIM:614385	#614385 colorectal cancer, hereditary nonpolyposis, type 7; hnpcc7	MONDO:0005835|MONDO:0013725
OMIM:614388	encephalopathy due to defective mitochondrial and peroxisomal fission 1	MONDO:0013726
